BPOS,V1,A1,V2,A2,V3,A3,V4,A4,V5,A5,V6,A6,V7,A7,V8,A8,V9,A9,V10,A10,V11,A11,V12,A12,V13,A13,V14,A14,APP_AMPS,CLMBS,FRNT,ROOF,RH_WNG,LH_WNG,REAR
146,0,0,0,0,1,0,1,0,0,0,2,0,1,0,2,0,265,34,265,88,265,60,265,18,2,0,290,22,222,72522,46.64779395,42.60131007,43.36415642,43.3604258,46.02631376
147,0,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,265,28,265,86,265,66,265,20,2,0,290,21,221,72964,46.41796601,42.45505612,43.23573221,43.17820948,45.71303617
148,0,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,265,23,265,83,265,71,265,23,1,0,290,20,220,73404,45.86693065,42.30491431,43.22158323,43.09978328,45.50678852
149,0,0,0,0,1,0,1,0,0,0,2,0,1,0,1,0,265,18,265,79,265,75,265,27,1,0,290,19,218,73840,45.24559394,41.91738345,42.99191347,42.88130704,44.9638021
150,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,238,0,264,80,264,80,265,31,1,0,289,22,213,74266,44.34810418,40.90870052,42.01781824,41.97136733,43.75400973
151,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,139,0,265,76,265,82,265,35,1,0,290,20,213,74692,44.33100535,40.93010023,42.00914522,42.00392463,43.72582458
152,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,79,0,265,69,265,84,265,41,2,0,290,19,213,75118,44.36619324,40.95884729,42.0057117,42.02093365,43.64831413
153,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,46,0,265,65,265,86,265,46,1,0,290,30,227,75572,47.41991392,43.63356354,44.73544863,44.81696969,46.39410422
154,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,28,0,265,59,265,86,265,52,1,0,290,33,230,76032,48.22772718,44.24163956,45.3010591,45.37240086,46.8571733
155,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,17,0,265,53,265,86,265,58,1,0,290,33,230,76492,48.41328816,44.27679879,45.28239279,45.35409539,46.67342487
156,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,11,0,265,47,265,85,265,64,1,0,290,32,228,76948,48.20859836,43.96074926,44.85945486,44.95280371,46.01839381
157,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,7,0,265,41,265,84,265,72,1,0,290,32,229,77406,48.55275088,44.25437889,45.1036229,45.20881317,45.88043416
158,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,5,0,265,35,265,82,265,78,1,0,290,32,227,77860,48.28847313,44.03861341,44.86051825,44.91000181,44.9023934
159,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,3,0,265,29,265,79,265,85,1,0,290,32,225,78310,46.55136052,43.94295055,44.97603751,44.97161981,44.55803161
160,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,3,0,265,25,265,75,265,90,1,0,290,31,221,78752,44.98658047,43.41035759,44.626712,44.6004823,43.37586765
161,0,0,0,0,1,0,1,0,1,0,2,0,1,0,0,0,2,0,194,0,263,94,265,99,1,0,205,10,203,79158,42.01289436,39.92776425,41.12458991,41.07970131,38.85505017
162,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,108,0,265,95,265,103,1,0,90,0,198,79554,41.20317579,39.06709054,40.22629383,40.17239064,37.3310492
163,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,63,0,265,89,265,107,1,0,53,0,196,79946,39.8152421,38.89755935,39.85982494,39.83595737,37.59141624
164,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,37,0,265,85,265,109,1,0,31,0,194,80334,25.31497091,42.0160088,42.8298245,42.84683158,40.99236421
165,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,23,0,265,84,265,107,1,0,20,0,191,80716,2.446912479,47.01939953,47.7447139,47.85691329,45.9320608
166,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,14,0,266,78,265,105,1,0,12,0,183,81082,1.608185201,45.32956063,46.08381649,46.2179906,43.76044709
167,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,9,0,266,65,265,100,1,0,8,0,165,81412,1.683597319,52.29779601,30.07888251,30.59200858,50.34771558
168,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,6,0,266,54,265,95,1,0,5,0,149,81710,1.906510532,71.85465902,2.356880454,2.487478896,70.3944711
169,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,4,0,265,47,265,90,1,0,4,0,137,81984,2.093855305,23.62559053,1.941885724,1.755681502,107.5829869
170,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,3,0,265,42,265,86,1,0,3,0,128,82240,1.115576634,2.297275407,1.146782818,1.231516616,122.2088485
171,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,2,0,266,33,265,79,1,0,2,0,112,82464,0.771845352,1.032456298,0.876170675,0.976490018,108.3430377
172,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,2,0,247,0,261,84,1,0,2,0,84,82632,0.574632663,0.730222647,0.575560612,0.669595106,81.44998897
173,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,136,0,265,80,1,0,2,0,80,82792,0.542789052,0.689756925,0.507421207,0.632489095,77.62754372
174,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,77,0,265,72,1,0,1,0,72,82936,0.481611893,0.612015178,0.450230318,0.561201942,69.89494067
175,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,47,0,266,60,1,0,1,0,60,83056,0.383664349,0.504358903,0.371032742,0.449270121,58.29167388
176,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,29,0,266,46,1,0,1,0,46,83148,0.319194516,0.370262573,0.25976435,0.338734579,44.71204398
177,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,18,0,266,35,1,0,1,0,35,83218,1.114706633,1.149376879,0.837380043,1.051507015,30.84702943
178,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,11,0,266,24,1,0,1,0,24,83266,2.430678507,2.504448129,1.710802603,2.230898885,15.12317188
179,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,7,0,265,13,1,0,1,0,13,83292,2.179514591,2.13049941,1.511331366,1.897794849,5.280859783
180,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,5,0,265,12,1,0,1,0,12,83316,2.475528816,2.550659618,1.742369931,2.272062908,2.959378726
181,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,3,0,265,13,1,0,1,0,13,83342,2.359195622,2.810607623,2.363005385,2.650889646,2.816301723
182,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,2,0,265,14,1,0,1,0,14,83370,0,0,0,0,0
183,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,2,0,151,0,1,0,1,0,0,83370,0,0,0,0,0
184,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,2,0,86,0,1,0,1,0,0,83370,0,0,0,0,0
185,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,52,0,1,0,1,0,0,83370,0,0,0,0,0
186,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,29,0,1,0,1,0,0,83370,0,0,0,0,0
187,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,18,0,1,0,1,0,0,83370,0,0,0,0,0
188,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,11,0,1,0,1,0,0,83370,0,0,0,0,0
189,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,7,0,1,0,1,0,0,83370,0,0,0,0,0
190,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,5,0,1,0,1,0,0,83370,0,0,0,0,0
191,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,3,0,1,0,1,0,0,83370,0,0,0,0,0
192,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,0,83370,0,0,0,0,0
193,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,2,0,1,0,1,0,0,83370,0,0,0,0,0
194,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,83370,0,0,0,0,0
195,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,83370,0,0,0,0,0
196,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,83370,0,0,0,0,0
197,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,83370,0,0,0,0,0
198,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,83370,0,0,0,0,0
199,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,83370,0,0,0,0,0
200,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,83370,0,0,0,0,0
201,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,83370,0,0,0,0,0
