V1,A1,V2,A2,V3,A3,V4,A4,V5,A5,V6,A6,V7,A7,V8,A8,V9,A9,V10,A10,V11,A11,V12,A12,V13,A13,V14,A14,Front_V,Roof_V,RHWing_V,LHWing_V,Rear_V
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,88,265,83,265,33,0,0,0,0,290,48,215.1350262,189.5471088,190.1493742,193.7902576,211.8618314
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,82,265,88,265,37,0,0,0,0,290,45,217.5534059,190.5580267,191.2595882,194.7966989,212.1150729
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,76,265,92,265,42,0,0,0,0,290,40,219.2160419,191.3162151,192.1174808,195.752818,211.9124797
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,70,265,94,265,47,0,0,0,0,290,39,220.1733172,191.8216741,193.0258377,196.557971,212.0137763
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,62,265,96,265,53,0,0,0,0,290,35,220.7275292,192.2765871,193.4295519,196.9605475,211.5072934
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,56,265,97,265,60,0,0,0,0,290,33,221.1305925,192.6304084,193.7828018,197.3128019,210.8995138
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,50,265,96,265,66,0,0,0,0,290,30,221.2313583,192.9842297,194.1865159,197.6147343,209.9371961
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,44,265,95,265,73,42,0,0,0,290,29,221.2817412,193.338051,194.5902301,197.9166667,208.8735818
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,37,265,95,265,80,143,0,0,0,290,27,221.3321241,193.7424181,194.8425515,198.1179549,207.3541329
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,30,265,92,265,80,249,12,0,0,290,26,221.3321241,194.7027901,195.3976585,198.4702093,214.1410049
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,24,265,88,265,75,265,27,0,0,290,25,221.3321241,195.1577032,195.7509084,198.7218196,214.1410049
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,20,265,84,265,81,265,31,0,0,290,23,221.3321241,195.4609786,196.4069439,199.1243961,213.9384117
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,15,265,79,265,85,265,35,0,0,290,22,221.2817412,195.9664375,197.2143722,200.1811594,213.7864668
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,81,265,89,265,40,0,0,290,25,218.3595324,195.6126163,197.4162293,200.5334138,213.5838736
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,75,265,92,265,45,0,0,290,23,219.719871,196.219167,198.2236577,201.3385668,213.2799838
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,67,265,93,265,51,0,0,290,21,220.3244659,196.4718965,198.6273718,201.5398551,212.8241491
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,61,265,94,265,57,0,0,290,19,221.0802096,196.8257178,198.9806217,201.8417874,212.4189627
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,54,265,93,265,63,0,0,290,18,221.43289,196.9268095,199.1824788,201.9424316,211.60859
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,47,265,93,265,70,0,0,290,18,222.0374849,197.2300849,199.3843359,202.0430757,210.5449757
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,41,265,92,265,77,0,0,290,17,222.5916969,197.2806308,199.4348002,201.9927536,209.2281199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,35,265,90,265,83,0,0,290,16,223.095526,197.2806308,199.3338716,201.7411433,207.4554295
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,30,265,87,265,91,0,0,290,15,223.3978235,197.3311767,199.1824788,201.489533,204.8723663
