V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Coulombs,App_Amps,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
0,0,0,265,265,265,0,0,0,0,0,0,290,0,40106,377,0,0,0,35,166,103,0,0,0,0,0,0,73,0
0,0,0,165,265,265,0,0,0,0,0,0,290,0,40856,375,0,0,0,28,157,116,0,0,0,0,0,0,74,0
0,0,0,0,265,265,0,0,0,0,0,0,290,0,41582,363,0,0,0,0,156,126,0,0,0,0,0,0,81,0
0,0,0,0,265,265,0,0,0,0,0,0,290,0,42300,359,0,0,0,0,144,137,0,0,0,0,0,0,78,0
0,0,0,0,265,265,0,0,0,0,0,0,290,0,43010,355,0,0,0,0,133,146,0,0,0,0,0,0,76,0
0,0,0,0,265,265,0,0,0,0,0,0,290,0,43706,348,0,0,0,0,123,152,0,0,0,0,0,0,73,0
0,0,0,0,265,265,0,0,0,0,0,0,290,0,44386,340,0,0,0,0,112,158,0,0,0,0,0,0,70,0
0,0,0,0,265,265,82,0,0,0,0,0,290,0,45054,334,0,0,0,0,103,164,0,0,0,0,0,0,67,0
0,0,0,0,265,265,181,0,0,0,0,0,290,0,45712,329,0,0,0,0,93,164,8,0,0,0,0,0,64,0
0,0,0,0,265,265,265,0,0,0,0,0,290,15,46408,348,0,0,0,0,81,145,62,0,0,0,0,0,60,0
0,0,0,0,265,265,265,0,0,0,0,0,290,127.5,47096,344,0,0,0,0,68,146,72,0,0,0,0,0,58,0
0,0,0,0,265,265,265,0,0,0,0,0,290,259,47802,353,0,0,0,0,60,143,76,0,0,0,0,0,55,19
0,0,0,0,265,265,265,0,0,0,0,0,290,290,48478,338,0,0,0,0,49,140,48,0,0,0,0,0,51,50
0,0,0,0,265,265,265,0,0,0,0,0,290,290,49142,332,0,0,0,0,41,135,55,0,0,0,0,0,48,53
0,0,0,0,255,265,265,0,0,0,0,0,290,290,49796,327,0,0,0,0,33,131,63,0,0,0,0,0,46,54
0,0,0,0,0,265,265,0,0,0,0,0,290,290,50436,320,0,0,0,0,0,136,72,0,0,0,0,0,55,57
0,0,0,0,0,265,265,0,0,0,0,0,290,290,51068,316,0,0,0,0,0,126,80,0,0,0,0,0,51,59
0,0,0,0,0,265,265,0,0,0,0,0,290,290,51696,314,0,0,0,0,0,117,89,0,0,0,0,0,46,62
0,0,0,0,0,265,265,0,0,0,0,0,290,290,52318,311,0,0,0,0,0,114,90,0,0,0,0,0,46,61
0,0,0,0,0,265,265,10,0,0,0,0,290,290,52932,307,0,0,0,0,0,107,95,0,0,0,0,0,44,61
0,0,0,0,0,265,265,106,0,0,0,0,290,290,53540,304,0,0,0,0,0,98,101,0,0,0,0,0,41,64
0,0,0,0,0,265,265,207,0,0,0,0,290,290,54148,304,0,0,0,0,0,90,109,0,0,0,0,0,37,68
0,0,0,0,0,265,265,265,0,0,0,0,290,290,54758,305,0,0,0,0,0,80,103,26,0,0,0,0,35,61
0,0,0,0,0,265,265,265,0,0,0,0,290,290,55366,304,0,0,0,0,0,71,108,31,0,0,0,0,32,62
0,0,0,0,0,265,265,265,0,0,0,0,290,290,55972,303,0,0,0,0,0,61,109,39,0,0,0,0,31,63
0,0,0,0,0,265,265,265,0,0,0,0,290,290,56576,302,0,0,0,0,0,54,110,45,0,0,0,0,29,64
0,0,0,0,0,265,265,265,0,0,0,0,290,290,57178,301,0,0,0,0,0,45,110,53,0,0,0,0,28,65
0,0,0,0,0,265,265,265,0,0,0,0,290,290,57776,299,0,0,0,0,0,39,109,59,0,0,0,0,27,65
0,0,0,0,0,195,265,265,0,0,0,0,220,290,58370,297,0,0,0,0,0,32,107,67,0,0,0,0,25,66
0,0,0,0,0,0,265,265,0,0,0,0,0,290,58912,271,0,0,0,0,0,0,125,77,0,0,0,0,0,69
0,0,0,0,0,0,265,265,0,0,0,0,0,290,59456,272,0,0,0,0,0,0,118,85,0,0,0,0,0,69
0,0,0,0,0,0,265,265,0,0,0,0,0,290,60002,273,0,0,0,0,0,0,113,91,0,0,0,0,0,69
0,0,0,0,0,0,265,265,0,0,0,0,0,290,60552,275,0,0,0,0,0,0,107,98,0,0,0,0,0,70
0,0,0,0,0,0,265,265,0,0,0,0,0,290,61098,273,0,0,0,0,0,0,100,104,0,0,0,0,0,69
0,0,0,0,0,0,265,265,75,0,0,0,0,290,61644,273,0,0,0,0,0,0,93,110,0,0,0,0,0,70
0,0,0,0,0,0,265,265,195,0,0,0,0,290,62188,272,0,0,0,0,0,0,86,116,0,0,0,0,0,70
0,0,0,0,0,0,265,265,265,0,0,0,0,290,62734,273,0,0,0,0,0,0,78,109,24,0,0,0,0,62
0,0,0,0,0,0,265,265,265,0,0,0,0,290,63274,270,0,0,0,0,0,0,68,114,27,0,0,0,0,61
0,0,0,0,0,0,265,265,265,0,0,0,0,290,63810,268,0,0,0,0,0,0,61,115,31,0,0,0,0,61
0,0,0,0,0,0,265,265,265,0,0,0,0,290,64342,266,0,0,0,0,0,0,53,116,37,0,0,0,0,60
0,0,0,0,0,0,265,265,265,0,0,0,0,290,64868,263,0,0,0,0,0,0,45,117,42,0,0,0,0,59
0,0,0,0,0,0,265,265,265,0,0,0,0,290,65394,263,0,0,0,0,0,0,39,118,47,0,0,0,0,59
0,0,0,0,0,0,265,265,265,0,0,0,0,290,65916,261,0,0,0,0,0,0,32,117,54,0,0,0,0,58
0,0,0,0,0,0,265,265,265,0,0,0,0,290,66436,260,0,0,0,0,0,0,26,115,61,0,0,0,0,58
0,0,0,0,0,0,265,265,265,17,0,0,0,290,66950,257,0,0,0,0,0,0,21,111,68,0,0,0,0,57
0,0,0,0,0,0,155,265,265,138,0,0,0,290,67464,257,0,0,0,0,0,0,17,106,77,0,0,0,0,57
0,0,0,0,0,0,0,265,265,216.5,0,0,0,290,67970,253,0,0,0,0,0,0,0,107,83,0,0,0,0,63
0,0,0,0,0,0,0,265,265,265,0,0,0,290,68484,257,0,0,0,0,0,0,0,98,70,29,0,0,0,60
0,0,0,0,0,0,0,265,265,265,0,0,0,290,69004,260,0,0,0,0,0,0,0,92,76,34,0,0,0,58
0,0,0,0,0,0,0,265,265,265,0,0,0,290,69520,258,0,0,0,0,0,0,0,84,79,38,0,0,0,57
0,0,0,0,0,0,0,265,265,265,0,0,0,290,70040,260,0,0,0,0,0,0,0,77,84,43,0,0,0,56
0,0,0,0,0,0,0,265,265,265,0,0,0,290,70560,260,0,0,0,0,0,0,0,71,87,49,0,0,0,53
0,0,0,0,0,0,0,265,265,265,0,0,0,290,71078,259,0,0,0,0,0,0,0,64,89,55,0,0,0,51
0,0,0,0,0,0,0,265,265,265,0,0,0,290,71592,257,0,0,0,0,0,0,0,57,89,61,0,0,0,50
0,0,0,0,0,0,0,265,265,265,0,0,0,290,72104,256,0,0,0,0,0,0,0,49,90,69,0,0,0,48
0,0,0,0,0,0,0,265,265,265,11,0,0,290,72612,254,0,0,0,0,0,0,0,43,89,75,0,0,0,47
0,0,0,0,0,0,0,265,265,265,132,0,0,290,73118,253,0,0,0,0,0,0,0,37,88,83,0,0,0,45
0,0,0,0,0,0,0,265,265,265,231.5,0,0,290,73614,248,0,0,0,0,0,0,0,30,85,89,2,0,0,42
0,0,0,0,0,0,0,145,265,265,265,0,0,290,74120,253,0,0,0,0,0,0,0,25,82,77,28,0,0,41
0,0,0,0,0,0,0,0,265,265,265,0,0,290,74612,246,0,0,0,0,0,0,0,0,84,82,33,0,0,47
0,0,0,0,0,0,0,0,265,265,265,0,0,290,75104,246,0,0,0,0,0,0,0,0,79,86,37,0,0,44
0,0,0,0,0,0,0,0,265,265,265,0,0,290,75596,246,0,0,0,0,0,0,0,0,73,90,42,0,0,41
0,0,0,0,0,0,0,0,265,265,265,0,0,290,76080,242,0,0,0,0,0,0,0,0,66,92,48,0,0,36
0,0,0,0,0,0,0,0,265,265,265,0,0,290,76562,241,0,0,0,0,0,0,0,0,60,93,53,0,0,35
0,0,0,0,0,0,0,0,265,265,265,0,0,290,77040,239,0,0,0,0,0,0,0,0,54,94,59,0,0,32
0,0,0,0,0,0,0,0,265,265,265,0,0,290,77516,238,0,0,0,0,0,0,0,0,48,94,66,0,0,30
0,0,0,0,0,0,0,0,265,265,265,52,0,290,77986,235,0,0,0,0,0,0,0,0,41,93,73,0,0,28
0,0,0,0,0,0,0,0,265,265,265,173,0,290,78452,233,0,0,0,0,0,0,0,0,34,92,81,0,0,26
0,0,0,0,0,0,0,0,265,265,265,263,0,290,78926,237,0,0,0,0,0,0,0,0,29,88,71,24,0,25
0,0,0,0,0,0,0,0,265,265,265,265,0,290,79394,234,0,0,0,0,0,0,0,0,23,86,74,27,0,24
0,0,0,0,0,0,0,0,265,265,265,265,0,290,79858,232,0,0,0,0,0,0,0,0,18,81,80,31,0,22
0,0,0,0,0,0,0,0,225,265,265,265,0,290,80324,233,0,0,0,0,0,0,0,0,14,77,84,36,0,22
0,0,0,0,0,0,0,0,0,265,265,265,0,290,80782,229,0,0,0,0,0,0,0,0,0,77,88,40,0,24
0,0,0,0,0,0,0,0,0,265,265,265,0,290,81238,228,0,0,0,0,0,0,0,0,0,71,89,46,0,22
0,0,0,0,0,0,0,0,0,265,265,265,0,290,81696,229,0,0,0,0,0,0,0,0,0,65,92,51,0,21
0,0,0,0,0,0,0,0,0,265,265,265,0,290,82146,225,0,0,0,0,0,0,0,0,0,58,91,57,0,19
0,0,0,0,0,0,0,0,0,265,265,265,0,290,82596,225,0,0,0,0,0,0,0,0,0,52,92,63,0,18
0,0,0,0,0,0,0,0,0,265,265,265,0,290,83040,222,0,0,0,0,0,0,0,0,0,46,90,69,0,17
0,0,0,0,0,0,0,0,0,265,265,265,0,290,83478,219,0,0,0,0,0,0,0,0,0,38,88,77,0,16
0,0,0,0,0,0,0,0,0,265,265,265,0,290,83914,218,0,0,0,0,0,0,0,0,0,33,86,83,0,16
0,0,0,0,0,0,0,0,0,265,265,265,0,290,84344,215,0,0,0,0,0,0,0,0,0,28,84,88,0,15
0,0,0,0,0,0,0,0,0,265,265,265,0,290,84774,215,0,0,0,0,0,0,0,0,0,24,81,95,0,15
0,0,0,0,0,0,0,0,0,245,265,265,0,270,85194,210,0,0,0,0,0,0,0,0,0,19,77,100,0,14
0,0,0,0,0,0,0,0,0,0,265,265,0,0,85596,201,0,0,0,0,0,0,0,0,0,0,94,107,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,85992,198,0,0,0,0,0,0,0,0,0,0,86,112,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,86378,193,0,0,0,0,0,0,0,0,0,0,79,114,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,86760,191,0,0,0,0,0,0,0,0,0,0,79,112,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,87134,187,0,0,0,0,0,0,0,0,0,0,76,111,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,87472,169,0,0,0,0,0,0,0,0,0,0,63,106,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,87778,153,0,0,0,0,0,0,0,0,0,0,51,102,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,88050,136,0,0,0,0,0,0,0,0,0,0,40,96,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,88302,126,0,0,0,0,0,0,0,0,0,0,35,91,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,88536,117,0,0,0,0,0,0,0,0,0,0,30,87,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,88746,105,0,0,0,0,0,0,0,0,0,0,27,78,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,88922,88,0,0,0,0,0,0,0,0,0,0,0,88,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89082,80,0,0,0,0,0,0,0,0,0,0,0,80,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89216,67,0,0,0,0,0,0,0,0,0,0,0,67,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89316,50,0,0,0,0,0,0,0,0,0,0,0,50,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89396,40,0,0,0,0,0,0,0,0,0,0,0,40,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89454,29,0,0,0,0,0,0,0,0,0,0,0,29,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89486,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89508,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89530,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89552,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,245,0,0,89574,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,60,0,0,0,0,0,0,0,0,0,0,0,76,38,0,0,38,0,0,0,0,0,0,0,0,0,0,0
0,0,155,0,0,0,0,0,0,0,0,0,0,0,310,117,0,0,117,0,0,0,0,0,0,0,0,0,0,0
0,0,224.75,0,0,0,0,0,0,0,0,0,0,0,672,181,0,0,181,0,0,0,0,0,0,0,0,0,0,0
0,0,222.75,0,0,0,0,0,0,0,0,0,0,0,1042,185,0,0,185,0,0,0,0,0,0,0,0,0,0,0
0,0,221.25,0,0,0,0,0,0,0,0,0,0,0,1420,189,0,0,189,0,0,0,0,0,0,0,0,0,0,0
0,0,220.25,0,0,0,0,0,0,0,0,0,0,0,1802,191,0,0,191,0,0,0,0,0,0,0,0,0,0,0
0,0,220.25,0,0,0,0,0,0,0,0,0,0,0,2184,191,0,0,191,0,0,0,0,0,0,0,0,0,0,0
0,0,218,0,0,0,0,0,0,0,0,0,0,0,2578,197,0,0,197,0,0,0,0,0,0,0,0,0,0,0
0,0,214,0,0,0,0,0,0,0,0,0,0,0,2990,206,0,0,206,0,0,0,0,0,0,0,0,0,0,0
0,0,200.25,0,0,0,0,0,0,0,0,0,0,0,3406,208,0,0,208,0,0,0,0,0,0,0,0,0,0,0
0,0,188,0,0,0,0,0,0,0,0,0,0,0,3822,208,0,0,208,0,0,0,0,0,0,0,0,0,0,0
0,0,176.5,0,0,0,0,0,0,0,0,0,0,0,4238,208,0,0,208,0,0,0,0,0,0,0,0,0,0,0
0,0,166.5,0,0,0,0,0,0,0,0,0,4,0,4654,208,0,0,208,0,0,0,0,0,0,0,0,0,0,0
0,0,158.75,0,0,0,0,0,0,0,0,0,110.5,0,5080,213,0,0,208,0,0,0,0,0,0,0,0,0,5,0
0,0,167.5,0,0,0,0,0,0,0,0,0,221,0,5596,258,0,0,208,0,0,0,0,0,0,0,0,0,50,0
0,0,168.5,0,0,0,0,0,0,0,0,0,290,0,6176,290,0,0,208,0,0,0,0,0,0,0,0,0,82,0
0,0,163.75,46.75,0,0,0,0,0,0,0,0,290,0,6770,297,0,0,208,0,0,0,0,0,0,0,0,0,89,0
0,0,159.5,145,0,0,0,0,0,0,0,0,290,0,7374,302,0,0,208,0,0,0,0,0,0,0,0,0,94,0
0,0,159.75,243.75,0,0,0,0,0,0,0,0,290,0,8006,316,0,0,208,46,0,0,0,0,0,0,0,0,62,0
0,0,159.75,265,0,0,0,0,0,0,0,0,290,0,8698,346,0,0,208,82,0,0,0,0,0,0,0,0,56,0
0,0,159.25,265,0,0,0,0,0,0,0,0,290,0,9410,356,0,0,208,89,0,0,0,0,0,0,0,0,59,0
0,0,159,265,0,0,0,0,0,0,0,0,290,0,10148,369,0,0,208,101,0,0,0,0,0,0,0,0,60,0
0,0,160,265,0,0,0,0,0,0,0,0,290,0,10908,380,0,0,208,110,0,0,0,0,0,0,0,0,62,0
0,0,161.5,265,0,0,0,0,0,0,0,0,290,0,11696,394,0,0,208,121,0,0,0,0,0,0,0,0,65,0
0,0,164,265,0,0,0,0,0,0,0,0,290,0,12512,408,0,0,208,132,0,0,0,0,0,0,0,0,68,0
0,0,168,265,0,0,0,0,0,0,0,0,290,0,13354,421,0,0,208,143,0,0,0,0,0,0,0,0,70,0
0,0,173.5,265,0,0,0,0,0,0,0,0,290,0,14226,436,0,0,208,154,0,0,0,0,0,0,0,0,74,0
0,0,183.5,265,0,0,0,0,0,0,0,0,290,0,15134,454,0,0,208,168,0,0,0,0,0,0,0,0,78,0
0,0,194.5,265,0,0,0,0,0,0,0,0,290,0,16068,467,0,0,208,178,0,0,0,0,0,0,0,0,81,0
0,0,208.5,265,47,0,0,0,0,0,0,0,290,0,17030,481,0,0,208,187,0,0,0,0,0,0,0,0,86,0
0,0,224.75,265,147,0,0,0,0,0,0,0,290,0,18016,493,0,0,208,196,0,0,0,0,0,0,0,0,89,0
0,0,229.75,265,248,0,0,0,0,0,0,0,290,0,19000,492,0,0,192,192,30,0,0,0,0,0,0,0,78,0
0,0,234.25,265,265,0,0,0,0,0,0,0,290,0,20002,501,0,0,177,191,56,0,0,0,0,0,0,0,77,0
0,0,238,265,265,0,0,0,0,0,0,0,290,0,20970,484,0,0,167,187,55,0,0,0,0,0,0,0,75,0
0,0,240,265,265,0,0,0,0,0,0,0,290,0,21922,476,0,0,152,187,61,0,0,0,0,0,0,0,76,0
0,0,240,265,265,0,0,0,0,0,0,0,290,0,22866,472,0,0,135,189,70,0,0,0,0,0,0,0,78,0
0,0,240,265,265,0,0,0,0,0,0,0,290,0,23800,467,0,0,118,190,79,0,0,0,0,0,0,0,80,0
0,0,240,265,265,0,0,0,0,0,0,0,290,0,24730,465,0,0,102,190,91,0,0,0,0,0,0,0,82,0
0,0,110,265,265,0,0,0,0,0,0,0,290,0,25656,463,0,0,88,189,102,0,0,0,0,0,0,0,84,0
0,0,0,265,265,0,0,0,0,0,0,0,290,0,26472,408,0,0,0,206,114,0,0,0,0,0,0,0,88,0
0,0,0,265,265,0,0,0,0,0,0,0,290,0,27306,417,0,0,0,202,126,0,0,0,0,0,0,0,89,0
0,0,0,265,265,0,0,0,0,0,0,0,290,0,28154,424,0,0,0,196,137,0,0,0,0,0,0,0,91,0
0,0,0,265,265,0,0,0,0,0,0,0,290,0,29010,428,0,0,0,190,146,0,0,0,0,0,0,0,92,0
