V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Coulombs,App_Amps,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14
0,0,0,265,265,58,0,0,0,0,0,0,290,0,29870,430,0,0,0,181,156,0,0,0,0,0,0,0,93,0
0,0,0,265,265,159,0,0,0,0,0,0,290,0,30724,427,0,0,0,168,165,0,0,0,0,0,0,0,94,0
0,0,0,265,265,265,0,0,0,0,0,0,290,0,31578,427,0,0,0,156,161,26,0,0,0,0,0,0,84,0
0,0,0,265,265,265,0,0,0,0,0,0,290,0,32422,422,0,0,0,142,168,29,0,0,0,0,0,0,83,0
0,0,0,265,265,265,0,0,0,0,0,0,290,0,33256,417,0,0,0,127,173,35,0,0,0,0,0,0,82,0
0,0,0,265,265,265,0,0,0,0,0,0,290,0,34074,409,0,0,0,113,176,39,0,0,0,0,0,0,81,0
0,0,0,265,265,265,0,0,0,0,0,0,290,0,34878,402,0,0,0,99,178,46,0,0,0,0,0,0,79,0
0,0,0,265,265,265,0,0,0,0,0,0,290,0,35672,397,0,0,0,86,181,52,0,0,0,0,0,0,78,0
0,0,0,265,265,265,0,0,0,0,0,0,290,0,36464,396,0,0,0,72,183,65,0,0,0,0,0,0,76,0
0,0,0,265,265,265,0,0,0,0,0,0,290,0,37260,398,0,0,0,55,183,84,0,0,0,0,0,0,76,0
0,0,0,265,265,265,0,0,0,0,0,0,290,0,38052,396,0,0,0,40,175,105,0,0,0,0,0,0,76,0
0,0,0,175,265,265,0,0,0,0,0,0,290,0,38832,390,0,0,0,31,163,120,0,0,0,0,0,0,76,0
0,0,0,0,265,265,0,0,0,0,0,0,290,0,39596,382,0,0,0,0,165,131,0,0,0,0,0,0,86,0
0,0,0,0,265,265,0,0,0,0,0,0,290,0,40350,377,0,0,0,0,154,140,0,0,0,0,0,0,83,0
0,0,0,0,265,265,0,0,0,0,0,0,290,0,41092,371,0,0,0,0,142,150,0,0,0,0,0,0,79,0
0,0,0,0,265,265,0,0,0,0,0,0,290,0,41824,366,0,0,0,0,132,158,0,0,0,0,0,0,76,0
0,0,0,0,265,265,0,0,0,0,0,0,290,0,42542,359,0,0,0,0,121,164,0,0,0,0,0,0,74,0
0,0,0,0,265,265,79,0,0,0,0,0,290,0,43242,350,0,0,0,0,109,170,0,0,0,0,0,0,71,0
0,0,0,0,265,265,191,0,0,0,0,0,290,0,43938,348,0,0,0,0,97,168,15,0,0,0,0,0,68,0
0,0,0,0,265,265,265,0,0,0,0,0,290,0,44660,361,0,0,0,0,85,150,63,0,0,0,0,0,63,0
0,0,0,0,265,265,265,0,0,0,0,0,290,104,45376,358,0,0,0,0,75,151,72,0,0,0,0,0,60,0
0,0,0,0,265,265,265,0,0,0,0,0,290,227,46080,352,0,0,0,0,64,151,80,0,0,0,0,0,57,0
0,0,0,0,265,265,265,0,0,0,0,0,290,290,46786,353,0,0,0,0,55,145,48,0,0,0,0,0,55,50
0,0,0,0,265,265,265,0,0,0,0,0,290,290,47482,348,0,0,0,0,43,142,58,0,0,0,0,0,52,53
0,0,0,0,265,265,265,0,0,0,0,0,290,290,48162,340,0,0,0,0,36,137,65,0,0,0,0,0,48,54
0,0,0,0,75,265,265,0,0,0,0,0,290,290,48822,330,0,0,0,0,0,141,74,0,0,0,0,0,58,57
0,0,0,0,0,265,265,0,0,0,0,0,290,290,49474,326,0,0,0,0,0,133,81,0,0,0,0,0,52,60
0,0,0,0,0,265,265,0,0,0,0,0,290,290,50124,325,0,0,0,0,0,124,90,0,0,0,0,0,47,64
0,0,0,0,0,265,265,0,0,0,0,0,290,290,50772,324,0,0,0,0,0,120,93,0,0,0,0,0,49,62
0,0,0,0,0,265,265,16.5,0,0,0,0,290,290,51414,321,0,0,0,0,0,115,97,0,0,0,0,0,47,62
0,0,0,0,0,265,265,127,0,0,0,0,290,290,52046,316,0,0,0,0,0,104,104,0,0,0,0,0,43,65
0,0,0,0,0,265,265,228,0,0,0,0,290,290,52676,315,0,0,0,0,0,95,111,0,0,0,0,0,40,69
0,0,0,0,0,265,265,265,0,0,0,0,290,290,53308,316,0,0,0,0,0,85,106,26,0,0,0,0,37,62
0,0,0,0,0,265,265,265,0,0,0,0,290,290,53940,316,0,0,0,0,0,76,111,31,0,0,0,0,34,64
0,0,0,0,0,265,265,265,0,0,0,0,290,290,54568,314,0,0,0,0,0,65,114,39,0,0,0,0,32,64
0,0,0,0,0,265,265,265,0,0,0,0,290,290,55194,313,0,0,0,0,0,56,115,45,0,0,0,0,31,66
0,0,0,0,0,265,265,265,0,0,0,0,290,290,55816,311,0,0,0,0,0,48,115,53,0,0,0,0,29,66
0,0,0,0,0,265,265,265,0,0,0,0,290,290,56434,309,0,0,0,0,0,41,114,59,0,0,0,0,28,67
0,0,0,0,0,185,265,265,0,0,0,0,210,290,57050,308,0,0,0,0,0,35,112,67,0,0,0,0,27,67
0,0,0,0,0,0,265,265,0,0,0,0,0,290,57604,277,0,0,0,0,0,0,129,77,0,0,0,0,0,71
0,0,0,0,0,0,265,265,0,0,0,0,0,290,58166,281,0,0,0,0,0,0,124,85,0,0,0,0,0,72
0,0,0,0,0,0,265,265,0,0,0,0,0,290,58732,283,0,0,0,0,0,0,119,93,0,0,0,0,0,71
0,0,0,0,0,0,265,265,0,0,0,0,0,290,59296,282,0,0,0,0,0,0,112,99,0,0,0,0,0,71
0,0,0,0,0,0,265,265,1.5,0,0,0,0,290,59860,282,0,0,0,0,0,0,105,105,0,0,0,0,0,72
0,0,0,0,0,0,265,265,103,0,0,0,0,290,60420,280,0,0,0,0,0,0,98,111,0,0,0,0,0,71
0,0,0,0,0,0,265,265,196,0,0,0,0,290,60978,279,0,0,0,0,0,0,90,118,0,0,0,0,0,71
0,0,0,0,0,0,265,265,265,0,0,0,0,290,61540,281,0,0,0,0,0,0,81,113,24,0,0,0,0,63
0,0,0,0,0,0,265,265,265,0,0,0,0,290,62100,280,0,0,0,0,0,0,73,116,27,0,0,0,0,64
0,0,0,0,0,0,265,265,265,0,0,0,0,290,62654,277,0,0,0,0,0,0,65,118,32,0,0,0,0,62
0,0,0,0,0,0,265,265,265,0,0,0,0,290,63200,273,0,0,0,0,0,0,56,118,37,0,0,0,0,62
0,0,0,0,0,0,265,265,265,0,0,0,0,290,63744,272,0,0,0,0,0,0,49,120,42,0,0,0,0,61
0,0,0,0,0,0,265,265,265,0,0,0,0,290,64282,269,0,0,0,0,0,0,42,120,47,0,0,0,0,60
0,0,0,0,0,0,265,265,265,0,0,0,0,290,64818,268,0,0,0,0,0,0,33,121,54,0,0,0,0,60
0,0,0,0,0,0,265,265,265,0,0,0,0,290,65354,268,0,0,0,0,0,0,29,118,61,0,0,0,0,60
0,0,0,0,0,0,265,265,265,48,0,0,0,290,65886,266,0,0,0,0,0,0,23,115,69,0,0,0,0,59
0,0,0,0,0,0,165,265,265,153.5,0,0,0,290,66420,267,0,0,0,0,0,0,20,111,77,0,0,0,0,59
0,0,0,0,0,0,0,265,265,260,0,0,0,290,66940,260,0,0,0,0,0,0,0,109,66,22,0,0,0,63
0,0,0,0,0,0,0,265,265,265,0,0,0,290,67472,266,0,0,0,0,0,0,0,103,72,29,0,0,0,62
0,0,0,0,0,0,0,265,265,265,0,0,0,290,68004,266,0,0,0,0,0,0,0,96,76,34,0,0,0,60
0,0,0,0,0,0,0,265,265,265,0,0,0,290,68536,266,0,0,0,0,0,0,0,88,82,37,0,0,0,59
0,0,0,0,0,0,0,265,265,265,0,0,0,290,69068,266,0,0,0,0,0,0,0,81,85,43,0,0,0,57
0,0,0,0,0,0,0,265,265,265,0,0,0,290,69600,266,0,0,0,0,0,0,0,74,88,49,0,0,0,55
0,0,0,0,0,0,0,265,265,265,0,0,0,290,70130,265,0,0,0,0,0,0,0,66,90,55,0,0,0,54
0,0,0,0,0,0,0,265,265,265,0,0,0,290,70656,263,0,0,0,0,0,0,0,59,91,61,0,0,0,52
0,0,0,0,0,0,0,265,265,265,0,0,0,290,71182,263,0,0,0,0,0,0,0,52,92,69,0,0,0,50
0,0,0,0,0,0,0,265,265,265,36,0,0,290,71704,261,0,0,0,0,0,0,0,45,91,77,0,0,0,48
0,0,0,0,0,0,0,265,265,265,137,0,0,290,72222,259,0,0,0,0,0,0,0,39,90,84,0,0,0,46
0,0,0,0,0,0,0,265,265,265,233.5,0,0,290,72734,256,0,0,0,0,0,0,0,33,87,89,3,0,0,44
0,0,0,0,0,0,0,145,265,265,265,0,0,290,73256,261,0,0,0,0,0,0,0,27,84,77,30,0,0,43
0,0,0,0,0,0,0,0,265,265,265,0,0,290,73758,251,0,0,0,0,0,0,0,0,87,83,33,0,0,48
0,0,0,0,0,0,0,0,265,265,265,0,0,290,74260,251,0,0,0,0,0,0,0,0,81,88,37,0,0,45
0,0,0,0,0,0,0,0,265,265,265,0,0,290,74762,251,0,0,0,0,0,0,0,0,75,92,42,0,0,42
0,0,0,0,0,0,0,0,265,265,265,0,0,290,75262,250,0,0,0,0,0,0,0,0,69,95,48,0,0,38
0,0,0,0,0,0,0,0,265,265,265,0,0,290,75758,248,0,0,0,0,0,0,0,0,63,96,53,0,0,36
0,0,0,0,0,0,0,0,265,265,265,0,0,290,76250,246,0,0,0,0,0,0,0,0,56,97,60,0,0,33
0,0,0,0,0,0,0,0,265,265,265,0,0,290,76738,244,0,0,0,0,0,0,0,0,50,96,66,0,0,32
0,0,0,0,0,0,0,0,265,265,265,36,0,290,77220,241,0,0,0,0,0,0,0,0,42,95,75,0,0,29
0,0,0,0,0,0,0,0,265,265,265,142,0,290,77700,240,0,0,0,0,0,0,0,0,37,94,82,0,0,27
0,0,0,0,0,0,0,0,265,265,265,238.5,0,290,78180,240,0,0,0,0,0,0,0,0,30,92,86,6,0,26
0,0,0,0,0,0,0,0,265,265,265,265,0,290,78660,240,0,0,0,0,0,0,0,0,24,88,75,28,0,25
0,0,0,0,0,0,0,0,265,265,265,265,0,290,79140,240,0,0,0,0,0,0,0,0,20,85,80,32,0,23
0,0,0,0,0,0,0,0,265,265,265,265,0,290,79616,238,0,0,0,0,0,0,0,0,16,80,85,35,0,22
0,0,0,0,0,0,0,0,85,265,265,265,0,290,80092,238,0,0,0,0,0,0,0,0,2,82,89,40,0,25
0,0,0,0,0,0,0,0,0,265,265,265,0,290,80560,234,0,0,0,0,0,0,0,0,0,74,92,46,0,22
0,0,0,0,0,0,0,0,0,265,265,265,0,290,81026,233,0,0,0,0,0,0,0,0,0,67,93,51,0,22
0,0,0,0,0,0,0,0,0,265,265,265,0,290,81488,231,0,0,0,0,0,0,0,0,0,61,94,57,0,19
0,0,0,0,0,0,0,0,0,265,265,265,0,290,81948,230,0,0,0,0,0,0,0,0,0,54,94,63,0,19
0,0,0,0,0,0,0,0,0,265,265,265,0,290,82404,228,0,0,0,0,0,0,0,0,0,47,93,70,0,18
0,0,0,0,0,0,0,0,0,265,265,265,0,290,82856,226,0,0,0,0,0,0,0,0,0,40,92,77,0,17
0,0,0,0,0,0,0,0,0,265,265,265,0,290,83302,223,0,0,0,0,0,0,0,0,0,35,89,83,0,16
0,0,0,0,0,0,0,0,0,265,265,265,0,290,83748,223,0,0,0,0,0,0,0,0,0,30,87,90,0,16
0,0,0,0,0,0,0,0,0,265,265,265,0,290,84188,220,0,0,0,0,0,0,0,0,0,25,84,96,0,15
0,0,0,0,0,0,0,0,0,245,265,265,0,270,84618,215,0,0,0,0,0,0,0,0,0,19,79,102,0,15
0,0,0,0,0,0,0,0,0,0,265,265,0,0,85030,206,0,0,0,0,0,0,0,0,0,0,96,109,0,1
0,0,0,0,0,0,0,0,0,0,265,265,0,0,85432,201,0,0,0,0,0,0,0,0,0,0,88,113,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,85828,198,0,0,0,0,0,0,0,0,0,0,82,116,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,86220,196,0,0,0,0,0,0,0,0,0,0,82,114,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,86602,191,0,0,0,0,0,0,0,0,0,0,78,113,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,86952,175,0,0,0,0,0,0,0,0,0,0,65,110,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,87266,157,0,0,0,0,0,0,0,0,0,0,53,104,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,87544,139,0,0,0,0,0,0,0,0,0,0,41,98,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,87806,131,0,0,0,0,0,0,0,0,0,0,36,95,0,0
0,0,0,0,0,0,0,0,0,0,265,265,0,0,88046,120,0,0,0,0,0,0,0,0,0,0,31,89,0,0
0,0,0,0,0,0,0,0,0,0,225,265,0,0,88264,109,0,0,0,0,0,0,0,0,0,0,28,81,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,88450,93,0,0,0,0,0,0,0,0,0,0,0,93,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,88616,83,0,0,0,0,0,0,0,0,0,0,0,83,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,88760,72,0,0,0,0,0,0,0,0,0,0,0,72,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,88872,56,0,0,0,0,0,0,0,0,0,0,0,56,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,88960,44,0,0,0,0,0,0,0,0,0,0,0,44,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89024,32,0,0,0,0,0,0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89056,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89078,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89100,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,265,0,0,89122,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,235,0,0,89144,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,99.5,0,0,0,0,0,0,0,0,0,0,0,134,67,0,0,67,0,0,0,0,0,0,0,0,0,0,0
0,0,181,0,0,0,0,0,0,0,0,0,0,0,406,136,0,0,136,0,0,0,0,0,0,0,0,0,0,0
0,0,226.25,0,0,0,0,0,0,0,0,0,0,0,764,179,0,0,179,0,0,0,0,0,0,0,0,0,0,0
0,0,223.75,0,0,0,0,0,0,0,0,0,0,0,1130,183,0,0,183,0,0,0,0,0,0,0,0,0,0,0
0,0,222.25,0,0,0,0,0,0,0,0,0,0,0,1504,187,0,0,187,0,0,0,0,0,0,0,0,0,0,0
0,0,221.5,0,0,0,0,0,0,0,0,0,0,0,1882,189,0,0,189,0,0,0,0,0,0,0,0,0,0,0
0,0,221.25,0,0,0,0,0,0,0,0,0,0,0,2262,190,0,0,190,0,0,0,0,0,0,0,0,0,0,0
0,0,218.25,0,0,0,0,0,0,0,0,0,0,0,2656,197,0,0,197,0,0,0,0,0,0,0,0,0,0,0
0,0,214.75,0,0,0,0,0,0,0,0,0,0,0,3066,205,0,0,205,0,0,0,0,0,0,0,0,0,0,0
0,0,202.25,0,0,0,0,0,0,0,0,0,0,0,3482,208,0,0,208,0,0,0,0,0,0,0,0,0,0,0
0,0,189.75,0,0,0,0,0,0,0,0,0,0,0,3898,208,0,0,208,0,0,0,0,0,0,0,0,0,0,0
0,0,177.75,0,0,0,0,0,0,0,0,0,0,0,4314,208,0,0,208,0,0,0,0,0,0,0,0,0,0,0
0,0,167.75,0,0,0,0,0,0,0,0,0,0,0,4730,208,0,0,208,0,0,0,0,0,0,0,0,0,0,0
0,0,160.5,0,0,0,0,0,0,0,0,0,109.5,0,5154,212,0,0,208,0,0,0,0,0,0,0,0,0,4,0
0,0,168.5,0,0,0,0,0,0,0,0,0,220,0,5668,257,0,0,208,0,0,0,0,0,0,0,0,0,49,0
0,0,168.75,0,0,0,0,0,0,0,0,0,284,0,6242,287,0,0,208,0,0,0,0,0,0,0,0,0,79,0
0,0,163,28,0,0,0,0,0,0,0,0,279.5,0,6820,289,0,0,208,0,0,0,0,0,0,0,0,0,81,0
0,0,158.25,124,0,0,0,0,0,0,0,0,275.5,0,7404,292,0,0,208,0,0,0,0,0,0,0,0,0,84,0
0,0,158.5,215.25,0,0,0,0,0,0,0,0,284.5,0,8026,311,0,0,208,23,0,0,0,0,0,0,0,0,80,0
0,0,159.75,265,0,0,0,0,0,0,0,0,290,0,8716,345,0,0,208,81,0,0,0,0,0,0,0,0,56,0
0,0,159,265,0,0,0,0,0,0,0,0,290,0,9424,354,0,0,208,89,0,0,0,0,0,0,0,0,57,0
0,0,159.5,265,0,0,0,0,0,0,0,0,290,0,10160,368,0,0,208,101,0,0,0,0,0,0,0,0,59,0
0,0,160,265,0,0,0,0,0,0,0,0,290,0,10920,380,0,0,208,110,0,0,0,0,0,0,0,0,62,0
0,0,161.5,265,0,0,0,0,0,0,0,0,290,0,11706,393,0,0,208,121,0,0,0,0,0,0,0,0,64,0
0,0,164,265,0,0,0,0,0,0,0,0,290,0,12518,406,0,0,208,131,0,0,0,0,0,0,0,0,67,0
0,0,168,264.25,0,0,0,0,0,0,0,0,290,0,13356,419,0,0,208,141,0,0,0,0,0,0,0,0,70,0
0,0,173.75,263,0,0,0,0,0,0,0,0,290,0,14224,434,0,0,208,151,0,0,0,0,0,0,0,0,75,0
0,0,182.75,260.75,0,0,0,0,0,0,0,0,290,0,15116,446,0,0,208,160,0,0,0,0,0,0,0,0,78,0
0,0,194,259,0,0,0,0,0,0,0,0,289,0,16032,458,0,0,208,168,0,0,0,0,0,0,0,0,82,0
0,0,206.75,257.5,55,0,0,0,0,0,0,0,287,0,16970,469,0,0,208,176,0,0,0,0,0,0,0,0,85,0
0,0,223.5,256.5,158,0,0,0,0,0,0,0,286,0,17930,480,0,0,208,185,0,0,0,0,0,0,0,0,87,0
0,0,229.25,257.25,258.5,0,0,0,0,0,0,0,287.5,0,18904,487,0,0,192,176,41,0,0,0,0,0,0,0,78,0
0,0,233.75,257.25,265,0,0,0,0,0,0,0,287,0,19890,493,0,0,177,181,59,0,0,0,0,0,0,0,76,0
0,0,237.75,259,265,0,0,0,0,0,0,0,289,0,20850,480,0,0,167,178,59,0,0,0,0,0,0,0,76,0
0,0,240,259.75,265,0,0,0,0,0,0,0,289,0,21788,469,0,0,153,179,61,0,0,0,0,0,0,0,76,0
0,0,240,260,265,0,0,0,0,0,0,0,288.5,0,22718,465,0,0,134,183,71,0,0,0,0,0,0,0,77,0
0,0,240,260.75,265,0,0,0,0,0,0,0,288,0,23644,463,0,0,118,187,80,0,0,0,0,0,0,0,78,0
0,0,240,262,265,0,0,0,0,0,0,0,288,0,24568,462,0,0,104,188,91,0,0,0,0,0,0,0,79,0
0,0,0,262.75,265,0,0,0,0,0,0,0,287.5,0,25470,451,0,0,75,191,104,0,0,0,0,0,0,0,81,0
0,0,0,256.75,265,0,0,0,0,0,0,0,284,0,26268,399,0,0,0,199,117,0,0,0,0,0,0,0,83,0
0,0,0,258.75,265,0,0,0,0,0,0,0,284.5,0,27088,410,0,0,0,197,129,0,0,0,0,0,0,0,84,0
0,0,0,261.25,264,0,0,0,0,0,0,0,285.5,0,27922,417,0,0,0,195,136,0,0,0,0,0,0,0,86,0
0,0,0,263.5,262.5,0,0,0,0,0,0,0,287,0,28768,423,0,0,0,192,143,0,0,0,0,0,0,0,88,0
0,0,0,265,260.5,52,0,0,0,0,0,0,288,0,29612,422,0,0,0,184,148,0,0,0,0,0,0,0,90,0
0,0,0,265,259.25,169,0,0,0,0,0,0,289,0,30454,421,0,0,0,173,155,0,0,0,0,0,0,0,93,0
0,0,0,265,258.75,252.5,0,0,0,0,0,0,290,0,31286,416,0,0,0,159,157,12,0,0,0,0,0,0,88,0
0,0,0,265,258.75,265,0,0,0,0,0,0,290,0,32126,420,0,0,0,148,157,32,0,0,0,0,0,0,83,0
0,0,0,265,259,265,0,0,0,0,0,0,290,0,32954,414,0,0,0,133,163,36,0,0,0,0,0,0,82,0
0,0,0,265,259.75,265,0,0,0,0,0,0,290,0,33766,406,0,0,0,119,167,40,0,0,0,0,0,0,80,0
0,0,0,265,261,265,0,0,0,0,0,0,290,0,34568,401,0,0,0,103,173,46,0,0,0,0,0,0,79,0
0,0,0,265,262.25,265,0,0,0,0,0,0,290,0,35360,396,0,0,0,90,177,52,0,0,0,0,0,0,77,0
0,0,0,265,264.75,265,0,0,0,0,0,0,290,0,36156,398,0,0,0,72,184,66,0,0,0,0,0,0,76,0
0,0,0,265,265,265,0,0,0,0,0,0,290,0,36956,400,0,0,0,56,184,85,0,0,0,0,0,0,75,0
0,0,0,265,265,265,0,0,0,0,0,0,289,0,37748,396,0,0,0,40,176,106,0,0,0,0,0,0,74,0
0,0,0,195,265,265,0,0,0,0,0,0,288,0,38530,391,0,0,0,31,167,121,0,0,0,0,0,0,72,0
0,0,0,0,265,265,0,0,0,0,0,0,288,0,39294,382,0,0,0,0,168,133,0,0,0,0,0,0,81,0
0,0,0,0,265,265,0,0,0,0,0,0,288,0,40050,378,0,0,0,0,155,144,0,0,0,0,0,0,79,0
0,0,0,0,265,265,0,0,0,0,0,0,288.5,0,40794,372,0,0,0,0,143,153,0,0,0,0,0,0,76,0
0,0,0,0,265,265,0,0,0,0,0,0,289,0,41528,367,0,0,0,0,134,159,0,0,0,0,0,0,74,0
0,0,0,0,265,265,0,0,0,0,0,0,289.5,0,42246,359,0,0,0,0,121,166,0,0,0,0,0,0,72,0
0,0,0,0,265,265,78,0,0,0,0,0,290,0,42952,353,0,0,0,0,112,171,0,0,0,0,0,0,70,0
0,0,0,0,265,265,179.5,0,0,0,0,0,290,0,43640,344,0,0,0,0,99,170,8,0,0,0,0,0,67,0
0,0,0,0,265,265,265,0,0,0,0,0,290,12,44370,365,0,0,0,0,85,151,66,0,0,0,0,0,63,0
0,0,0,0,265,265,265,0,0,0,0,0,290,110,45088,359,0,0,0,0,74,153,72,0,0,0,0,0,60,0
0,0,0,0,265,265,265,0,0,0,0,0,290,243.5,45802,357,0,0,0,0,65,151,79,0,0,0,0,0,56,6
0,0,0,0,265,265,265,0,0,0,0,0,290,290,46512,355,0,0,0,0,55,148,49,0,0,0,0,0,53,50
0,0,0,0,265,265,265,0,0,0,0,0,290,290,47210,349,0,0,0,0,46,143,56,0,0,0,0,0,51,53
0,0,0,0,245,265,265,0,0,0,0,0,290,290,47896,343,0,0,0,0,37,139,65,0,0,0,0,0,48,54
0,0,0,0,0,265,265,0,0,0,0,0,290,290,48556,330,0,0,0,0,0,143,73,0,0,0,0,0,57,57
0,0,0,0,0,265,265,0,0,0,0,0,290,290,49212,328,0,0,0,0,0,133,83,0,0,0,0,0,52,60
0,0,0,0,0,265,265,0,0,0,0,0,290,290,49862,325,0,0,0,0,0,124,90,0,0,0,0,0,48,63
0,0,0,0,0,265,265,0,0,0,0,0,290,290,50506,322,0,0,0,0,0,120,93,0,0,0,0,0,47,62
0,0,0,0,0,265,265,0,0,0,0,0,290,290,51146,320,0,0,0,0,0,115,97,0,0,0,0,0,46,62
0,0,0,0,0,265,265,100,0,0,0,0,290,290,51780,317,0,0,0,0,0,105,104,0,0,0,0,0,43,65
0,0,0,0,0,265,265,221,0,0,0,0,290,290,52408,314,0,0,0,0,0,95,112,0,0,0,0,0,39,68
0,0,0,0,0,265,265,265,0,0,0,0,290,290,53038,315,0,0,0,0,0,85,106,26,0,0,0,0,36,62
0,0,0,0,0,265,265,265,0,0,0,0,290,290,53666,314,0,0,0,0,0,76,110,31,0,0,0,0,33,64
0,0,0,0,0,265,265,265,0,0,0,0,290,290,54294,314,0,0,0,0,0,66,113,39,0,0,0,0,32,64
0,0,0,0,0,265,265,265,0,0,0,0,290,290,54918,312,0,0,0,0,0,59,114,45,0,0,0,0,29,65
0,0,0,0,0,265,265,265,0,0,0,0,290,290,55536,309,0,0,0,0,0,49,114,53,0,0,0,0,28,65
0,0,0,0,0,265,265,265,0,0,0,0,290,290,56150,307,0,0,0,0,0,41,114,59,0,0,0,0,27,66
0,0,0,0,0,145,265,265,0,0,0,0,170,290,56762,306,0,0,0,0,0,34,111,69,0,0,0,0,25,67
0,0,0,0,0,0,265,265,0,0,0,0,0,290,57316,277,0,0,0,0,0,0,129,77,0,0,0,0,0,71
0,0,0,0,0,0,265,265,0,0,0,0,0,290,57874,279,0,0,0,0,0,0,124,85,0,0,0,0,0,70
0,0,0,0,0,0,265,265,0,0,0,0,0,290,58436,281,0,0,0,0,0,0,117,93,0,0,0,0,0,71
0,0,0,0,0,0,265,265,0,0,0,0,0,290,58998,281,0,0,0,0,0,0,111,99,0,0,0,0,0,71
0,0,0,0,0,0,265,265,0,0,0,0,0,290,59564,283,0,0,0,0,0,0,106,106,0,0,0,0,0,71
0,0,0,0,0,0,265,265,116,0,0,0,0,290,60126,281,0,0,0,0,0,0,99,112,0,0,0,0,0,70
0,0,0,0,0,0,265,265,207,0,0,0,0,290,60686,280,0,0,0,0,0,0,90,119,0,0,0,0,0,71
0,0,0,0,0,0,265,265,265,0,0,0,0,290,61250,282,0,0,0,0,0,0,82,113,24,0,0,0,0,63
