,Front_A,Roof_A,RHWing_A,LHWing_A,Rear_A,Front_As,Roof_As,RHWing_As,LHWing_As,Rear_As,Eff_Amps,App_Volts,Front_V,Roof_V,RHWing_V,LHWing_V,Rear_V
22,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,57.419025474086254,0.0,8.15340164662689,17.835088664890918,0.0,3.4753131577335026,0.0,0.0,0.0,0.0,0.0,0.0
24,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,62.20394426359344,0.0,8.832851783845797,19.321346053631828,0.0,3.4753131577335026,0.0,0.0,0.0,0.0,0.0,0.0
26,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,66.98886305310063,0.0,9.512301921064704,20.807603442372738,0.0,3.4753131577335026,0.0,0.0,0.0,0.0,0.0,0.0
28,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,71.77378184260782,0.0,10.191752058283612,22.293860831113648,0.0,3.4753131577335026,0.0,0.0,0.0,0.0,0.0,0.0
30,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,76.558700632115,0.0,10.87120219550252,23.780118219854558,0.0,3.4753131577335026,0.0,0.0,0.0,0.0,0.0,0.0
32,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,81.3436194216222,0.0,11.550652332721427,25.266375608595467,0.0,3.4753131577335026,0.0,0.0,0.0,0.0,0.0,0.0
34,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,86.12853821112938,0.0,12.230102469940334,26.752632997336377,0.0,3.4753131577335026,0.0,0.0,0.0,0.0,0.0,0.0
36,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,90.91345700063657,0.0,12.909552607159242,28.238890386077287,0.0,3.4753131577335026,0.0,0.0,0.0,0.0,0.0,0.0
38,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,95.69837579014376,0.0,13.58900274437815,29.725147774818197,0.0,3.4753131577335026,0.0,0.0,0.0,0.0,0.0,0.0
40,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,100.48329457965094,0.0,14.268452881597057,31.211405163559107,0.0,3.4753131577335026,0.0,0.0,0.0,0.0,0.0,0.0
42,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,105.26821336915813,0.0,14.947903018815964,32.69766255230002,0.0,3.4753131577335026,7.064706544,3.7767242082629875,0.0,0.5362882620222162,1.1730991698493687,0.0
44,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,110.05313215866532,0.0,15.627353156034872,34.18391994104093,0.0,3.4753131577335026,6.963165599,3.722441395137919,0.0,0.5285801970687763,1.1562382291233329,0.0
46,2.392459394753594,0.0,0.33972506860945373,0.7431286943704549,0.0,114.83805094817251,0.0,16.30680329325378,35.670177329781836,0.0,3.4753131577335026,8.427103766,4.505048666972117,0.0,0.6397090670931361,1.3993261249506599,0.0
48,0.0,6.003983160665251,0.0,0.0,67.2167493628748,114.83805094817251,12.007966321330501,16.30680329325378,35.670177329781836,134.4334987257496,73.22073252354005,10.244923526,0.0,0.8287488716565613,0.0,0.0,9.278141477121013
50,0.0,14.136310224594068,2.2216390337174623,0.027507996799387868,125.75740202645594,114.83805094817251,40.28058677051864,20.750081360688704,35.72519332338061,385.94830277866146,142.14285928156684,11.506391418,0.0,1.1363327480450927,0.1785841671723005,0.0022112020109661696,10.108879329990629
52,0.0,20.116135457731072,6.068629421050715,3.2536256069050182,154.40471907856204,114.83805094817251,80.51285768598078,32.887340202790135,42.232444537190645,694.7577409357855,183.84310956424883,14.19009875,0.0,1.5442823337396954,0.46587860897207434,0.24977543802606886,11.85339402889258
54,0.0,20.77672723610626,6.761046137870405,3.9312350084769445,155.54583734790654,114.83805094817251,122.0663121581933,46.409432478530945,50.09491455414454,1005.8494156315985,187.01484573036015,21.939206749,0.0,2.4244091610416336,0.7889376420359688,0.45873067786133503,18.150440574337036
56,0.0,21.447816991430773,7.476062138762222,4.6333802282314025,156.5979839139795,114.83805094817251,164.96194614105485,61.36155675605539,59.36167501060734,1319.0453834595576,190.1552432724039,41.591135297,0.0,4.666568612217983,1.626625074881884,1.0081206283219812,34.07224319200253
58,0.0,21.827657828236436,7.987951023778273,5.161229827288611,156.39169402230021,114.83805094817251,208.61726179752773,77.33745880361194,69.68413466518456,1631.8287715041579,191.36853270160353,56.534077049000004,0.0,6.414804293251442,2.3475327918751394,1.5168040251995907,45.96105171418534
60,0.0,22.059839905424624,8.393219825499244,5.596453136095465,155.57646612597614,114.83805094817251,252.73694160837698,94.12389845461043,80.87704093737548,1942.9817037561102,191.62597899299547,65.802920428,0.0,7.535857299932843,2.867206070537984,1.9118031862509688,53.146444080262455
62,0.0,23.21268298059316,9.50518470484777,6.6597799362698185,158.15996400062815,114.83805094817251,299.1623075695633,113.13426786430597,94.19660080991513,2259.3016317573665,197.5376116223389,72.285492991,0.0,8.45149802692184,3.46073953819602,2.424757062256651,57.58440869618
64,0.0,24.549438455206534,10.801557713631976,7.899498716968508,161.05259493708542,114.83805094817251,348.2611844799764,134.73738329156993,109.99559824385214,2581.4068216315372,204.30308982289245,77.196174138,0.0,9.2308534061182,4.061502098884697,2.970296643290028,60.557511213616976
66,0.0,25.11987638026874,11.511123975098466,8.619174029270408,161.0946358071154,114.83805094817251,398.5009372405139,157.75963124176687,127.23394630239295,2903.596093245768,206.34481019175303,78.66423919900001,0.0,9.530192544483402,4.367188206876593,3.270015617508346,61.11745431721807
68,0.0,25.217325483596273,11.839199138832367,8.995150562793917,159.54048365453016,114.83805094817251,448.9355882077065,181.4380295194316,145.2242474279808,3222.677060554828,205.59215883975273,78.511334897,0.0,9.583354457247266,4.4992575406607545,3.4184321527529304,60.630260181104
70,0.4211576199029383,25.31467590754457,12.165284006613502,9.368781448201194,157.9970969981966,115.68036618797838,499.5649400227956,205.76859753265862,163.96181032438318,3538.6712545512214,205.26699598045883,76.63714305799999,0.15647833824818994,9.405501009852266,4.5199311034925,3.4809090068531963,58.70278018954916
72,1.1850539043130532,25.411927652113604,12.48937857844187,9.740066685492234,156.46447583811474,118.05047399660448,550.3887953270228,230.74735468954236,183.44194369536766,3851.600206227451,205.2909026584755,73.95151635900001,0.4248201547510318,9.109711379712143,4.477213839073004,3.4916357994826805,56.08965347202293
74,2.2356864737368833,26.155580196813702,13.3498769512353,10.599715574803149,156.95541145449528,122.52184694407825,602.6999557206502,257.44710859201297,204.64137484497394,4165.511029136442,209.2962706510843,82.153578258,0.8733851680386329,10.217844082206742,5.215214504053901,4.140846436748934,61.315631694379654
76,7.467049064562355,33.94555198927426,20.6473610907695,17.461558021214376,174.67627986057488,137.45594507320297,670.5910596991987,298.74183077355195,239.56449088740268,4514.863588857592,254.19780002639538,94.35550773300001,2.7608278977370913,12.550851899560405,7.634047937970631,6.456145674964709,64.58389952206261
78,12.597713768841434,39.63917327628275,26.6533403001081,23.260561494142685,182.08398657078646,162.65137261088583,749.8694062517642,352.0485113737682,286.08561387568807,4879.031561999165,284.23477541016143,96.27646733,4.252158161130536,13.379573249560682,8.996411615479735,7.8512330256646,61.45955716370889
80,14.030852276667918,40.20488941363499,27.56843043813839,24.231178743070704,180.24250287096174,190.71307716422166,830.2791850790342,407.18537225004496,334.54797136182947,5239.516567741089,286.2778537424737,98.398484359,4.8058511308942755,13.770989063672406,9.442745884968547,8.299669575948442,61.73670844629104
82,15.62981426591095,40.96878458202664,28.693802525896597,25.404662942665308,178.62637924755404,221.97270569604356,912.2167542430875,464.57297730183814,385.3572972471601,5596.769326236197,289.32344356405355,105.93117408,5.702896588421698,14.948401679615605,10.469592648370753,9.269474554263686,65.17593564977814
84,20.028491670802943,44.90768509140792,33.248132996629636,29.892510769640143,180.33686380443314,262.02968903764946,1002.0321244259034,531.0692432950974,445.1423187864404,5957.443053845063,308.4136843329138,132.595522311,8.582969818924491,19.24464967769923,14.248088509913202,12.810076862738159,77.28119943896374
