,09A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,App_Amps,Coulombs
20,49.89478821017509,49.791210649882885,47.181412189078245,47.31943300038166,-0.48896576072907383,-0.5441163662027328,-0.13380126507321055,-0.17831749123719065,0.7234127494599925,0.7854445376551524,-0.12277652249450899,-0.08409447368590683,-0.1573173782829782,-0.13774147339187248,-0.20447306920502673,-0.20786139281667815,0.07542852847192938,0.06959803643062878,0.08835042379756164,0.09130390089633078,0.1499852484917179,0.150197629370302,0.02564657374442081,0.026996217853700377,-0.005703161669151413,-0.06012383229677076,0.12839604427006845,0.07591114045431402,0.2783229484459877,0.1291564126840774,0.012511423898304896,-0.0455125097569713,-0.7328069951367144,-0.6276971095358963,0.11943424831560229,0.07776079690127946,193.4633921091446,4126.012505497379
22,47.196883799371406,47.084207391181046,45.32852686088327,45.413266052176446,0.01989892905735413,0.07956929179763605,0.1688430217057093,0.03588558893609284,0.5256574897563944,0.5866608767885229,-0.1862626331976598,-0.14241935784928472,-0.01697327138337723,-0.001981612073223893,-0.0335150097291832,-0.033268064909934836,0.08803053367710811,0.08932752411273492,0.05577201258324571,0.05309142362015873,0.1211169911828458,0.11996198176976947,0.04664788759202676,0.04730378445209965,0.0595209642240877,-0.05254864691468941,0.18409379122015146,0.09929371093169648,0.4377964223103259,0.20947303992363508,0.03408297835150964,-0.05694095066995186,-0.6974350464679091,-0.26780689367413935,0.2018353472108524,0.15394060227449802,186.95153681022128,4499.915579117821
24,45.51812627024616,45.4332288918218,43.298020487775915,43.28133125809948,-0.06821450169289367,-0.10388822966640632,0.36431075906200605,0.23310541757512093,0.5822213002961458,0.6529615414957561,-0.2772337875730395,-0.22701870212273612,-0.08323212385929768,-0.06396780553651471,-0.06379528835439263,-0.06583737676791124,0.15081782646007458,0.15240578982035835,0.11514197512377589,0.12359149547018422,0.16773151632899097,0.1678667550672115,0.0563636458836817,0.059177536633422734,0.07632953290298072,-0.07499420339181939,0.2879961532980504,0.16121408081829713,0.6405442186561672,0.30139073110589454,0.04111155529724475,-0.094406710481032,-0.8055789450641342,-0.43019751433510045,0.2378443322629551,0.21138179910050336,179.95584968175692,4859.827278481334
26,45.12460468203416,45.12565708230453,43.2584559966827,43.101786268016426,-0.21784762944317748,-0.30469690573421104,-0.06616705164343095,-0.04122719116872364,0.39143866921626813,0.3768073655552877,-0.5078329012291345,-0.5006710887129628,-0.422919984407943,-0.3793624290122173,-0.24632273279619965,-0.26963062159327267,0.11928812860816013,0.09915453935020552,0.3029727661983309,0.3144023150563557,0.4915860158115035,0.4777955909184982,0.04290365561700277,0.03865164951221686,-0.08623428965021118,-0.21541654293908272,0.3742431719821414,0.2292250128362962,0.7936427096103424,0.36484173561739597,0.029828671072004598,-0.1381100162484953,7.362333981906707,4.612844389890797,0.28953509185733894,0.20617689839121084,190.13173700346684,5240.090752488268
28,50.90945226905876,50.827550065951414,50.40565716073259,50.23964261582705,-2.5174243773808715,-2.7196378481732744,-1.8667382877053633,-1.5901857898455374,0.10847146043703937,0.023913274946044893,0.5727656377760528,0.5412230525607069,0.3860052932310416,0.3795509471572407,0.06305186569790777,0.05824236163379437,0.0784710931469661,0.06256347142683516,0.12125559410908815,0.13332259713290484,0.19315220044184334,0.19224914538663418,0.05454765260832617,0.0565383629451659,0.03913080523179269,-0.06795289384924275,0.15164375448171663,0.08434251300182344,0.38660706836166225,0.18155059939805662,0.023635253350160257,-0.05952909047895322,29.57299442088547,15.722795899797807,0.041076699422034346,0.08259696991817633,242.87253181862283,5725.835816125514
30,54.63211540198458,54.49497776377646,53.49887357780061,53.4054634874846,-3.1622670733287883,-3.4082440754971977,-1.8538204658785826,-1.604443919932506,0.1153337392939271,0.03370068337200838,1.3575826800651427,1.3126834775838105,0.9213918894938606,0.8551925434622163,0.3073050817149978,0.3076134986461172,0.13364061387663617,0.1306822768062953,-0.051782067100927254,-0.025906731124744287,-0.19644911119970487,-0.1758260345291376,0.046182356051462814,0.06037615556281295,0.1931472989352947,0.1103243748358651,0.018356803968913926,-0.008525918580838843,0.07223708386517091,0.03675886565903519,0.01939187817497323,-0.001453118718374502,49.01077371847185,26.9616666037369,-0.17695725207213103,-0.0025754510955187104,287.36752063556503,6300.570857396644
32,52.53247734006203,52.35558818267603,51.887394134880964,51.82769008064822,-0.7931933872652799,-0.8978348982657653,-0.4905455799041025,-0.5635765504372392,0.4566469548486429,0.4710339650818778,0.8707497972145308,0.8583076702509089,0.5166812339441309,0.4148944138556674,0.15989435826891696,0.16793989023079847,0.1732527721708832,0.1532271054255947,0.10288106298943633,0.13262868537937356,0.03139020126033343,0.048942928600819835,0.0019834972842500687,0.01510715312616373,0.028940064643036945,0.017506592835849016,0.1268224279308653,0.07356453028123067,0.1561760182867351,0.06429746217113197,0.0006130112046563857,-0.03690643821339118,48.224676492565905,28.92527764100256,-0.03357607860734502,-0.003819061031418991,287.977133675397,6876.525124747438
34,50.90998355973025,50.88928313328307,50.47240997118483,50.39158863118429,5.939141211357496,6.645493086059096,1.0388680578153497,0.38730135426975476,-0.46787448011140853,-0.39960969019246484,0.5211019433734867,0.5280786197994027,0.8518493145284394,0.701229265979622,0.5531911504917901,0.6314440615085672,0.12353742214660246,0.11636757268103243,0.055480478316683346,0.0634339569520932,0.03166275235156002,0.03850588553847123,0.00022323509496302574,0.00570354405433221,0.02288324568471678,0.0014702439668996536,0.1284670514867291,0.07039477960825341,0.1938598587319309,0.08666295618528808,0.009631517022434644,-0.032902703646443876,44.870627426410906,29.512092010233765,0.10421025738737716,0.05544230615945356,295.05123298662863,7466.6275907206955
36,54.02148411295643,53.94530736225128,52.63932770813153,52.65444444443832,19.539924837293885,21.92408013805572,6.046056383787949,4.421027665743321,-0.3459981392382643,-0.2758289084937475,-0.5832214011957992,-0.5683883051722916,0.01796940289600979,-0.013871458547422222,0.2227633104404947,0.24765083625398043,0.03745458723798967,0.051090309576385495,-0.06691307026039128,-0.08695721677359147,-0.06074510880383821,-0.060836276194337735,-0.0068021706263444726,-0.008068977893440354,0.03023482740527772,0.016409867791035038,0.06031251612760946,0.023229612654318776,0.09693667436059683,0.04913625698149193,0.01538565989776447,-0.00151184057825815,43.04198867801982,22.876972132901116,0.2262395064175879,0.09113218705525361,330.21741614489747,8127.06242301049
38,55.03060918859936,55.05441322507465,53.439842554446074,53.341558852641896,30.658288949042998,34.386132061623094,11.039044057009313,8.250009271833154,0.5929957159205053,0.7302408094581647,-1.5667208951572493,-1.5639462508533128,-1.2498076243059932,-1.1265483292648115,-0.4894121661457822,-0.5444220816015131,0.009630518297199298,0.027579266937311164,-0.10426659719202025,-0.13252639345865935,-0.06744544605342728,-0.06689559881340612,-0.02221213860317217,-0.024090106510448905,-0.008668500697926573,0.007909090889384629,0.03889007242713971,0.011396417582248963,0.03658875550225171,0.022660970387530233,0.013089501836731798,0.011822426109898754,41.653230972015535,16.65359247539279,0.2975921922868683,0.09377058609997058,354.4339258027563,8835.930274616003
40,54.226635353827646,54.13023005341118,53.53723868777401,53.50475601518713,33.04102051942748,36.959335998434646,12.84280854133456,9.726189613600756,1.0084066397783022,1.121617974150812,-1.1617848754058206,-1.1367057310625484,-1.1517865476709463,-1.0317693253609699,-0.5785118680559345,-0.6233941368693614,0.021682041400667984,0.028998916889374282,-0.02439190699046545,-0.042152094939494456,0.025931706057487958,0.025565202650690733,-0.022727619043509395,-0.024336574283105372,-0.05735628355076039,-0.025435470879772937,0.03594658981294674,0.01821339886142792,0.02090445756815651,0.009769955403024388,0.00042830030731044744,0.00024144831502492803,42.077897944087866,17.92727840704493,0.20314166814747292,0.04543738308699852,364.65932438244715,9565.248923380897
42,53.192200723319516,53.12492985524196,52.42165330461202,52.35921194825234,35.22405104814155,39.253558064984134,14.78107609916636,11.376301193581696,1.2969242426784788,1.38570602822122,-0.887697697669525,-0.8507963793999815,-1.1550168436603343,-1.0396039770654246,-0.7047616978740878,-0.7444650490940621,0.06751494539773306,0.06567243513890741,0.08474184872735302,0.0865964855950947,0.11920925522726566,0.12002965199626647,-0.027612025382467098,-0.026972375760039746,-0.10349018151239031,-0.06162997214928734,0.0792098057367856,0.05478576542467972,0.0726176442127251,0.025525019740177513,-0.012626382754974408,-0.027620906306195292,42.664102178957506,18.980817424038925,0.10901043827009815,0.015200536315835622,371.3183524543499,10307.885628289598
44,51.91319135743032,51.84748728893275,51.6832038500508,51.57047055926761,37.19824183208891,41.316030521334376,16.54340173683101,12.86910624600366,1.7934256558683135,1.8655225533201474,-0.5568217372819468,-0.5043427269501288,-1.1951525151765887,-1.0810777965023979,-0.9135077805717211,-0.948163068862744,0.11646507081111634,0.10094506636461154,0.22198159150765218,0.24407564303223817,0.258858218049526,0.26047600736784604,-0.03390551268461872,-0.031193576111651522,-0.1766445120266691,-0.1138341385239604,0.11961612863629556,0.093074217439713,0.11055779113711317,0.03271979830105953,-0.03202125999923677,-0.058490248353798124,43.206197372253044,19.97193454825097,0.0064055153210669236,-0.03208139184732839,377.6661523047074,11063.217932899013
46,50.86752177716633,50.80738157237822,51.11374236567825,50.95112214895673,39.142033737877924,43.340228946808814,18.29084795666844,14.355994014785203,2.222887174904887,2.2749601649711053,-0.22806844873989185,-0.1614253117187605,-1.210927588538378,-1.100274573096761,-1.094637430105748,-1.1235773036502286,0.16273280155229508,0.13458222171883572,0.35180322680683584,0.39387361946841404,0.38694799401246405,0.38932047123705216,-0.03946226687300047,-0.0347277299670089,-0.24268709587531445,-0.16177929841765348,0.15861569854841684,0.12973924782060564,0.14882093209486147,0.04043551827822278,-0.050715607979259,-0.08863766550693031,43.727300585717884,20.996195782259058,-0.09688765486617879,-0.07633227473828907,384.6769477096375,11832.571828318289
48,49.651408669633526,49.57123905271732,51.14754946811634,51.05384042157809,42.153053257909704,46.74618035788583,20.418855734703335,16.080463856366205,2.028490531785817,2.033834774468133,0.09258643582865567,0.16591642454135513,-0.8911252921084012,-0.8025991094307399,-0.9024906577286789,-0.9172023943247867,0.12520244148070603,0.09895645323855584,0.31583283555502906,0.3538891292056392,0.3457828582466522,0.3457668405515335,-0.0319108596996438,-0.029018480938347135,-0.21637559826504615,-0.14395473273536652,0.11496049534759378,0.10133485248212559,0.09744169066069786,0.019914499039679234,-0.04696102398248447,-0.0742245017518195,44.57218590532217,22.860281752366667,-0.14660525121908918,-0.09088910668314787,396.2016117301638,12624.975051778616
50,49.936318427791534,49.877547535378454,51.114735773130974,51.019333844073,45.74293638650916,49.41910883767866,23.52824228974943,18.838498045024405,1.7907523732381012,1.8532598370887836,0.02490898437444411,0.05147747512354606,-0.9640868389598927,-0.9396300798275705,-0.8508894073839945,-0.8672138958105444,0.12702702865664706,0.11496964607032434,0.2595877035706624,0.28430612126706745,0.2664700000059361,0.26284503282172533,-0.048844199610080796,-0.048751180062016064,-0.21808584965291367,-0.14030238109925008,0.1349744533563595,0.10788723831445601,0.12202117226172571,0.033539321201823014,-0.039392287063908626,-0.0713402074387916,45.09532324269851,23.184905053853683,-0.12024351861254234,-0.06839984880513739,408.81379612891277,13442.602644036442
52,50.33160497690956,50.50458575873382,49.93581592382451,49.67811569770063,50.034032458697126,51.79963514885178,27.670442522950005,22.63914299073578,1.3079639495817066,1.5169157428632865,-0.5317980366432318,-0.6101315707248913,-1.4007931568054408,-1.4807769178114603,-0.8811702694722205,-0.91688641878733,0.15740029848944626,0.1746786221511718,0.15567279826506653,0.15476633439564935,0.11614688566359188,0.10828732409131181,-0.0872048727349577,-0.09088347709639433,-0.22444949257410496,-0.13457641351242744,0.21222334983101643,0.1435852387181531,0.2190838955390304,0.0827177816372715,-0.021688529494304998,-0.07249513469536495,45.763299098017214,22.230399563625504,0.011996306802992684,0.0056871275134189325,418.5013455052368,14279.605335046916
54,52.028505551724194,52.20490656872499,51.88290540538945,51.78036774134686,52.84459980006726,54.32996252446715,31.79343274967342,26.346932465881693,-0.43756326307142324,-0.2884086965029482,-0.918013239902117,-1.033996448278251,-0.9195291016970701,-1.0269863921372098,-0.3655394826168896,-0.39165192621559797,0.018074451134279412,0.07259578756305829,-0.05919047760945917,-0.1058937828530313,-0.12480359187424916,-0.14815070967872757,-0.07925362989472817,-0.09603011734933131,-0.12046130744955619,-0.07397819770955039,0.11948351695643677,0.0708560888301013,0.1469958236952693,0.06687391537113996,0.008799663379750022,-0.02269321432604604,45.814799453097834,23.97976964768403,0.07387809727428496,0.06351970903853643,437.4351153821336,15154.475565811183
56,56.91263398426764,56.99709906388828,54.25647117476191,54.46289780000512,56.308316563335026,57.35822671686075,36.40388233670434,30.52575231734987,-2.579661532876001,-2.5043520126828547,-1.3559716494622167,-1.5078340876764083,-0.3744927081005729,-0.5231691317105964,0.34273257640187094,0.3272538826814735,-0.10519128273101641,-0.004435264427125052,-0.3151791714998309,-0.39617201374487543,-0.4820431355332202,-0.5172960470356909,-0.07255086424709667,-0.09937593659511013,0.047461046713952015,0.026093047934496294,0.0507406625986746,0.0058543522513254675,0.12049905711337328,0.0725088238871775,0.04587163804782468,0.021361444021973486,45.23460288083258,25.762974326313874,0.10039105671885173,0.15403136312404575,464.6999312774919,16083.875428366166
58,54.60433034137834,54.8633705771342,53.08492995584707,53.10366951163654,58.09250239242027,58.925906923634074,41.62479053238597,35.14408884648808,-4.164638816088045,-3.834555265506996,-3.0010734269695325,-3.3129253001749452,-0.146116437157656,-0.31556932326353593,0.9756791487793057,0.9389033044774333,-0.26761947362626737,-0.1935774181851495,-0.7696357626451924,-0.9960825061516756,-0.38529565965802615,-0.4245179722729562,-0.02425781314967601,-0.061113127684194746,0.05119861701821371,0.020108771835387618,-0.04701247093740868,-0.12085842168472927,0.10484919630830536,0.11998289332563106,0.14630520037275474,0.15946733242907507,48.50727088355508,28.012606633375782,0.9994487175757945,0.30709580600317765,471.7216563908245,17027.318741147814
60,50.953973831636716,50.974479404804974,51.17461653925105,51.37314866667702,60.6254076549028,61.57873981297661,48.32953452854984,40.86852429595471,-0.8803988632083755,0.20001036381983184,-3.6537475210263297,-4.1140525620551545,-0.5573619652293695,-0.6542591528783257,0.8489134180479914,0.7875947921845121,-0.3324958607719395,-0.24188330438483752,-1.0253758261116248,-1.3187342877662163,-0.5154182484837699,-0.5568479472111862,0.024132480163391756,-0.018638187544227414,0.19626926725777594,0.09404821091095172,-0.11186863741144859,-0.19341029566560985,0.11386739019471959,0.1534458900227199,0.20443896984190935,0.2277710674889467,49.081977611139976,27.95660719327752,1.4310389556370935,0.44212364263072734,483.4661713276234,17994.25108380306
62,39.87844272175272,39.62234172906877,48.49504665048535,48.52576670314724,59.71572055120568,60.908263607541734,48.02251178494714,40.095807044035126,15.310955520592477,17.973609021978927,-1.525787679724803,-1.8708636269377932,-0.9593599000795985,-1.1228263180364104,-0.7014734945641097,-0.8184656420156351,0.07164790462014126,0.18525352508716653,0.12249153611350572,0.016895976071912955,-0.018188240570954584,-0.06828791383823063,-0.08601125393647635,-0.12620616053305356,-0.18114162754002283,-0.152329055412185,0.19978662301689942,0.15174177146266676,0.27794047226058805,0.12077215051282686,-0.006692096688284299,-0.0615727045797263,49.41823885063231,21.279353269422813,0.3776274905342003,0.15417420142661187,483.22518339145955,18960.70145058598
64,37.58559407747126,37.04538348971523,52.656041533069086,52.40520309895459,58.244812315404516,59.055046279397956,47.416647265453236,39.5076650332788,18.450863276682227,21.309408212734592,-0.43724500807075284,-0.7310504611482012,-0.9039921440519203,-1.0246631928181182,-0.8391974357897167,-0.9386084178757059,-0.053377874056852015,0.05814254386437845,0.05785409687810361,-0.07870321064394581,0.01559871370544208,-0.04640118527781478,-0.07567583872551831,-0.1254964028758221,-0.218674721945737,-0.1672099400694691,0.05033892601599632,0.06151084529589346,0.06465120426043791,0.028735203552566646,-0.009828804030472149,-0.015060991823868997,47.24034644277691,20.498340628333168,0.33757563767310605,0.08326468248758334,486.5078378778012,19933.717126341584
66,36.386297042830535,35.635821753161174,56.122928733711575,55.58354691347498,59.46501268573367,59.54807123351318,46.09709963573928,38.10085606298645,20.6380817639401,23.683476008273992,0.5609711584852048,0.27801576335118927,-0.8408241622782997,-1.0257922839080758,-0.5876824679959389,-0.6716097758809791,-0.1619601483792723,-0.05490049023931609,-0.22301081479065576,-0.4072568427033625,-0.13227620257192108,-0.1923215844410029,-0.07499835451762493,-0.12609655520840368,-0.18422481126722712,-0.1032800903433162,-0.09492183601148119,-0.05634127884750839,-0.16402400822642527,-0.056814483723739095,0.019778676231488435,0.07297949171722373,47.98022861795579,19.742692330869573,0.4986378148517536,0.0738547120581019,495.3300142075507,20924.377154756687
68,30.298088115628037,30.285403913432404,50.86967572652449,49.2441237570076,55.82428765589471,55.47787115420943,44.957490405112324,37.30424600070921,23.327566326584204,26.497189868366995,0.9019485454265501,0.6421536091370248,-1.7176113184781707,-1.8462673218031478,-1.3343074475861654,-1.438040671407645,0.004262272714374404,0.0774224916076729,0.050409012565010514,-0.08916783872862855,0.18172868685913546,0.13337910419903043,-0.0997767619949268,-0.13973940928049688,-0.34554600187098483,-0.21626981614986374,0.09388706743004427,0.08005123104546286,0.05923674529577072,0.02705575681844652,-0.007227363533600206,-0.0053785336651637206,48.25391640313927,17.74838154375879,0.5021874021841524,0.05412063181618776,465.65675094296756,21855.690656642622
70,29.527403448865247,29.466211914755156,50.40476349934086,48.69712198639329,57.94589941386489,56.8368667272619,46.730797936775026,38.83132634456677,23.82180491823204,27.087942607695815,1.3330582355809506,1.0592081365048633,-1.4041866045674292,-1.5877917241963653,-0.5955325770691902,-0.6849803626849074,-0.12389758157690967,-0.016483226359731207,-0.343052712965096,-0.5301715958212396,-0.23477645772265898,-0.28605058168681197,-0.09005057374720038,-0.13465780619714285,-0.14844433767113951,-0.07764879370157152,-0.0025479902115725928,-0.022423814169126643,-0.012589964173840063,0.022710236141799567,0.05301385060014363,0.07569487132696429,48.10398476681192,17.957621214951416,0.6569363352178232,0.16189809407530964,472.4789778344403,22800.648612311503
72,28.133293505587286,28.03264041596966,49.604340662109976,47.78318879774543,58.32099419082458,57.581119409148336,47.11770691011155,39.06635383978513,24.684607032067888,27.945893065139458,2.160611927456917,1.9373743275518533,-0.9228874216602003,-1.1051379354673267,0.037861044309720704,-0.02625452452650734,-0.21170816769279166,-0.09406482673777605,-0.5763952617911885,-0.773556676263861,-0.4966676164592192,-0.5447160432595375,-0.06645883812601072,-0.10953571689980723,0.01843875994881916,0.031929126913531114,-0.08145931899749836,-0.09856850505178283,-0.06802079573961661,0.014427847020688889,0.08902448815095743,0.12486298252387029,48.09371080446415,19.20726015330159,0.6699633713543776,0.21515413602392375,475.69532514883656,23752.039262609174
74,26.652886182506204,26.535550401765455,48.357789122021416,46.41674090237691,59.179168001646076,58.91939466787553,47.057255313378235,38.82984224367182,25.673271466507494,28.938266794499423,3.114482410670413,2.94384017247513,-0.43932918959902967,-0.6403037282635475,0.7146285058481281,0.6771465505820551,-0.2763383240630213,-0.15141106638705404,-0.8191937637284319,-1.0175854165399452,-0.7882375560120005,-0.8277309889972013,-0.044768870047220855,-0.08232438613417781,0.20252598908753328,0.15969745129336932,-0.1488062740863323,-0.1700469421794315,-0.11945874648502786,0.0070285413794588525,0.12496826077304446,0.17236428997879627,48.755918541583725,20.519935231398023,0.6762088550963199,0.27156640024374834,479.37494104413577,24710.789144697446
76,15.563643568080618,15.545220108931467,14.636178726881997,14.792418610939983,62.07364134928309,61.6298964143357,54.034826459343975,43.82410726598109,43.95009703441107,47.34698677589097,8.5952878746684,9.099451902457012,-3.4509117243418617,-3.729328976137908,-2.0321921542873556,-2.232375564737076,0.1999476207523383,0.2890935274213716,-0.09857899118847424,-0.19348739489182254,-0.20498596057009788,-0.20639995321646332,-0.22092381093931968,-0.2300812268324417,-0.38684990386764984,-0.09482372506565007,0.14752112427088937,0.10593043422514459,-0.1769647544591182,-0.09147034487296857,-0.00996875798271768,0.03260141222230706,54.77962666358539,22.75344541617121,0.6186447803900075,0.05303431430574168,456.7122581411589,25624.213660979764
78,12.82964836937182,12.570818366976646,16.524151508919264,16.71845161375191,54.988406469835525,53.439514005634756,58.236068192296415,48.449526799390036,42.79325106822385,45.984263067117254,8.059234172941444,8.554434034748503,-2.7326754108661406,-2.7710571687625896,-1.9186332236814687,-2.1016937275274543,-0.14741706503753704,-0.018300399154925096,-0.11768706571884291,-0.3348575860114078,0.026036270692409325,-0.044321458663240776,-0.16450813726289581,-0.2253235632211883,-0.46463112767152914,-0.25165381742849835,-0.024789178286001246,0.010479448456490736,-0.19029377350288046,-0.07599527229428316,0.007489544970735507,0.06751789924524743,47.552296847183655,23.30102796921706,0.7034597933682254,0.05956718294963048,439.2918046502,26502.797270280164
80,10.316735688679326,10.146667527656739,12.269537573560594,12.44202585393964,57.32575431593611,55.744371972478,57.284305507767115,47.34774500344562,43.90618639015034,47.15050914501343,9.36480136070113,9.859062312501386,-2.2552786367246833,-2.3881994241895734,-1.1693626311841046,-1.3213987243628864,-0.15473522312547594,-0.020146999865935933,-0.37946891772759095,-0.5940811872056688,-0.3036550536822,-0.3602201803902787,-0.15169349229567342,-0.20285765701306957,-0.26943038083420223,-0.10819341278108396,-0.03900531884345604,-0.03387539411048035,-0.1788415101932057,-0.0552854512223655,0.04630255000151773,0.10484402029622641,49.223769654557046,24.42356845799418,0.7266850369240587,0.13196021521820622,437.82910299106874,27378.4554762623
82,9.285480248483605,9.269762490932642,5.999840285277063,6.012322914722326,61.051101896620835,59.802761852842885,56.693710135654825,46.300416371136166,46.38021355817468,49.44978215784458,11.192494025506463,11.684779243933022,-2.8295943139384017,-2.9504196030298226,-1.5133928895559423,-1.5856741726130252,-0.1778796260903377,-0.09854262087565557,-0.6652906039018207,-0.8746994975941877,-0.3894456718581525,-0.41316982388399204,-0.10277506860053132,-0.13098815045720258,-0.13266541231258966,0.004632927877192383,-0.11244746480591017,-0.12563654229479182,-0.25234529928594895,-0.06693966013921315,0.08788646214480211,0.17351148882450373,49.08251213926485,26.051130863108405,0.8974408051245053,0.15489550797883345,437.1527689542147,28252.76101417073
84,6.388856219203458,6.438726480276294,0.651971041144396,0.5266497448474752,60.1562362030039,61.20968670627551,54.52068049674878,43.958677366969326,48.15122712750375,50.85091562043013,13.410392533361676,14.018164828830049,-2.978176921683926,-2.9371625021426846,-1.9689240282475007,-1.9614153496434454,-0.14996752266659907,-0.13888797936651187,-0.6250609241675891,-0.7666874512860655,-0.2668793898513764,-0.2609656326438454,-0.027631393498090517,-0.03173888319200735,-0.01696725569463009,0.06623811239156474,-0.16001693780016435,-0.16352232881903372,-0.2719865664568961,-0.07711136815353425,0.08212029731611059,0.1706137367946654,48.576976194894314,29.579150959242327,0.7193184508058552,0.09518364722977868,426.76868333195546,29106.29838083464
