,09A,10A,11A,12A,13A,14A,15A,16A,17A,18A,19A,20A,21A,22A,23A,24A,25A,26A,27A,28A,29A,30A,31A,32A,33A,34A,35A,36A,37A,38A,39A,40A,41A,42A,43A,44A,App_Amps,Coulombs
224,0.4273135823400587,0.43173142067244186,0.33904714940109315,0.34219026280987386,0.02772179974842459,0.02960571088245756,0.019481228672221573,0.015841464071713607,0.01857690411248747,0.01646560963275867,-0.004463436598617365,-0.007948422104568031,-0.10233321455739874,-0.09463309083712201,-0.27017797682066513,-0.270650679536236,0.2555341387365897,0.2271961458080174,0.3490534445257403,0.38043089927124063,2.279981323496056,2.2820392579902053,1.607061828681799,1.4908023557826868,25.385443582967678,42.226233621583546,48.76715852429541,41.2424586700925,29.21474174040839,19.131583473905025,-1.746633218025614,-2.4657600725889206,0.04236652580231115,-0.0854468074337511,14.614851136317485,26.235167511472397,252.3520323949777,73467.10721250348
226,0.32219097136803754,0.3254523631368471,0.2554622263249584,0.2578335385509689,0.021596438747856328,0.02305105349286163,0.0152697598504406,0.012396879134999705,0.014957659457794925,0.013655256206523969,-0.005163906379285876,-0.007981784478061638,-0.07855990143173797,-0.07315240472926154,-0.20922998945866844,-0.20998935225666004,0.1943432331735886,0.17343124532055088,0.2607390456104828,0.28335385702864535,1.7853145319437407,1.7889020794776986,1.3592645586506822,1.2497804663248688,25.01596920730936,42.4710375934938,48.83572959548174,41.631379633090134,29.388642593367788,19.51130654763675,-1.3161244430126864,-1.841117210581388,0.032709954871351976,-0.06880496701198346,14.197758813274659,25.96763295604297,251.59903809903037,73970.30528870155
228,0.21640526121237613,0.21851334041127046,0.1711273629553176,0.17272620441354114,0.015424006632108078,0.01644176057679969,0.01109896465690663,0.008987594845307034,0.011502687449685967,0.011022414759771948,-0.00599854646301079,-0.008147666521291841,-0.05520277699416587,-0.05206326642428327,-0.14898005322317198,-0.15003088850256407,0.13346497744520103,0.1199127111466689,0.1730006204162009,0.18691078938991845,1.2943974478605618,1.2995052160720255,1.1133335238024238,1.0105708911609173,24.64928275300054,42.71400266863977,48.90345214143399,42.01705196556978,29.56020416692265,19.887469571813895,-0.8893933735053103,-1.2215174484951004,0.023105874421367134,-0.05273999393602136,13.783730460433953,25.701951415055092,250.84052277843313,74471.98633425841
230,0.10912811119620969,0.11007685775188136,0.08538481761467409,0.08620442038555609,0.009156270640429343,0.009726235970655028,0.006935389854352825,0.005586241503179712,0.00818272389044572,0.008544162543311362,-0.006972359442109166,-0.008445803993381018,-0.03207225773563138,-0.03119431354483826,-0.08894359999672385,-0.09029296699962464,0.07241441865616194,0.06621455621019279,0.08513775876072693,0.09033178737638115,0.803304846398988,0.809935571765569,0.8673024791759395,0.7712611587810829,24.282452459084787,42.95707132137647,48.97087158939554,42.402562987084885,29.730810447743746,20.26308839841515,-0.46302183506945815,-0.6020029621953016,0.013477741211626815,-0.03711803803852831,13.369456802483633,25.43600067518178,250.07055609343777,74972.12744644529
232,0.002111559372139027,0.001913646244759093,-0.0003599247875065714,-0.0003136992407259953,0.0028957896428457586,0.0030144640309719417,0.00284548027439685,0.002247051434522862,0.005047665275324853,0.006256461238538957,-0.008066441973676453,-0.008868269493185643,-0.0095330224454937,-0.01087419307034887,-0.030076116764546246,-0.031726129707247974,0.012172478965717826,0.013200238896735383,-0.0014407630221384693,-0.004834639954474085,0.3198983991332449,0.32803038549299557,0.6251103089186721,0.5356826158564958,23.921351044003885,43.196351980655976,49.03691646375346,42.78174837210649,29.897754540086122,20.63216611729947,-0.043823189594450085,0.00751605224077978,0.003980179560953867,-0.02217847490783953,12.961572073874656,25.1740423745768,249.30173087797434,75470.73090820124
234,-0.10634908804548715,-0.10769948982807165,-0.08746766370417447,-0.08820136846024695,-0.003456969904403251,-0.003800167380080044,-0.001237438118697698,-0.0010844594465965196,0.002043329400874372,0.004118441883502744,-0.009295279496224662,-0.009418792105460039,0.01278680102040397,0.009232731544781103,0.028584660263222705,0.026627166227206178,-0.048236294197075535,-0.039987997297825206,-0.08813977115517391,-0.10013268655934393,-0.1636779938872186,-0.15404209692331428,0.38282130359357913,0.30000709510678536,23.560110355360596,43.435732929559634,49.102667861663065,43.160777566818766,30.06377366450713,21.00071691361572,0.3750273377632849,0.6169524978850505,-0.005540671318753243,-0.0076678658183335635,12.55344982712146,24.91182342053591,248.5218178102245,75967.77454382168
236,-0.2144552123543555,-0.2169450507118107,-0.17448894950256388,-0.17599629688177032,-0.009796472600639872,-0.010604356077697052,-0.005247146000506575,-0.004354306513585149,-0.0007846038215431062,0.0021612380288011934,-0.010635622018950741,-0.01008531382753497,0.03452961120568965,0.02880469015227982,0.0860899116026701,0.08382326681991836,-0.10782559730377939,-0.09248108407221434,-0.17354660290508117,-0.19400959787834005,-0.6395571793294574,-0.6284392402557815,0.14437747085343688,0.0680690713131763,23.204607603995246,43.67131936210373,49.16706377386835,43.53349128375676,30.226190760964503,21.36276087360148,0.786727613989025,1.216398841993587,-0.014929435892764409,0.006188249954244274,12.151731958044076,24.653613858832365,247.74376737313096,76463.26207856795
238,-0.053687644781639676,-0.05458973220930474,-0.033379171203757,-0.034035184195712276,0.002325920607506249,0.0031339347324571554,-0.001947943250163675,-0.0018442850572283342,-0.00878511403357951,-0.008388946774971817,-0.0024484319277049416,-0.0023416094284698374,0.04086510686231737,0.037632193256740276,0.07282977484801822,0.0727312388851944,-0.09686510597464948,-0.08639568895592031,-0.14372601902472382,-0.16002937239931048,-0.379243572245445,-0.3718751310527586,0.15591979109549536,0.10307026150500043,17.923413689402928,39.20157822245055,46.310857004476716,44.871887990157866,33.739128158865284,25.24971697535436,-0.44084341523721693,0.17938885870864363,-0.006520228538358652,0.038001387145388144,11.177316677267179,22.262404556786265,239.555255146117,76942.37258886018
240,0.2572865193724212,0.25949816323822006,0.22717861616094126,0.22847978267936497,0.02067122901174334,0.023388209267752647,0.005482082256001941,0.004138679042867077,-0.012694021201266725,-0.016203679937796256,0.010444052536081161,0.009494178352335236,0.013095839733975101,0.016126676692551634,-0.02765251998362306,-0.02501176697740659,-0.006754547854109116,-0.011507454557289076,0.013105498076922961,0.016058515438936105,0.5613997815094693,0.5598775300788339,0.4178361251265914,0.39184359700576843,8.588811711486017,29.423649221086013,41.13841993900935,46.94293618337398,41.257130623995735,30.788014093738013,1.5301910929615508,1.2050564074884298,0.014893914517609352,0.04786722484909278,9.919487915626362,18.207121415455312,231.99916082865676,77406.3709105175
242,0.2401671749900629,0.2421786198495255,0.19667935226741307,0.19826767169762505,0.010062770912188435,0.010784165988241834,0.004096919540475252,0.003476812289062381,0.0006756279632909035,-0.0017026980630934219,0.010626353652454013,0.010006891598607126,-0.03617513640649239,-0.03069964289706517,-0.11716846229356159,-0.11606890387704905,0.05962806583270219,0.048433225347529696,0.1279921652706697,0.1474603459091357,1.0296609925738136,1.0221076966334746,0.5489595622405647,0.5198494615490092,3.1637331161892868,21.131386463974895,38.42331398813798,48.15279285448424,48.072217303787895,31.56679868505539,11.940021712784691,8.882109068700103,0.01943405000311188,-0.014675445884987592,9.407537979764836,15.986726001457027,240.86069481102302,77888.09230013954
244,0.11440679262654996,0.11518582237079755,0.08933250501198486,0.09015402525333727,0.0009315485267742396,0.0007167463451056566,0.0004222854153249078,0.0005843825376978251,0.004160539548486497,0.0032394630829180038,0.008257690865101974,0.00832147498450797,-0.028270129599540894,-0.024472446355211286,-0.08339584137641864,-0.0832135966322678,0.01778535547878035,0.012279879207387712,0.07018991589199941,0.0847950660675778,0.6659392743507959,0.6589776772578375,0.3601703202546723,0.3336688734857708,2.370861160946332,20.219489823169635,38.260992566964674,48.570017645102325,49.16183421102389,31.622500175195242,14.582096379170274,11.14726635795282,0.011712112216847093,-0.01985046469431051,9.05570343391687,15.586159249393823,242.9889502749584,78374.07020068946
246,0.00449575598292995,0.00422168501584963,-0.0006678728197062611,-0.0006180191235110044,-0.0048632662518296454,-0.005414271757190781,-0.002675272893328029,-0.001957735980853581,0.004182168482687487,0.004241262453637873,0.006722417158478766,0.007384506944552172,-0.00836817014055491,-0.0065345537096552775,-0.02978239274501293,-0.02994855608694369,-0.04025306337641399,-0.038945660856188,-0.01287108351708488,-0.006518601454918116,0.21041793394725095,0.20487610996132188,0.13042931963061977,0.11080862368913291,1.9447307929289521,20.412431888240615,38.26768869472107,48.9456960595637,49.34478941009566,32.07517891983652,14.967336184826213,11.756272536788615,0.003706235486691356,-0.007616142942015625,8.649041038069184,15.29662359688509,242.15424047705358,78858.37868164356
248,0.06943580585985032,0.06941915698121548,0.08874679871930624,0.08839279752527673,0.019932350275568278,0.02241114235920383,0.003364221330443784,0.0019843733075142755,-0.03970724560754868,-0.04230484798010714,-0.005097735853844876,-0.00476216935736562,0.04783560019532107,0.04483421603746418,0.09384021855008395,0.09647835318314968,0.14268449029319874,0.12679431015358844,0.11823244464012217,0.09095417122263227,-0.18812896140430824,-0.16554345670658654,-0.09111264069447023,-0.00022526199438743788,-1.2084412386280108,16.33894374083463,37.54958397480644,49.11943434335171,50.07850760917131,33.881688711244706,17.03933623676722,13.26246082707334,-0.01795511974288977,0.06551405052306736,8.155819191679944,15.325562982599106,240.17891344071592,79338.73650852499
250,0.8335510502620167,0.8406021186575323,0.7959259816573923,0.7995765808470079,0.07565302496926274,0.0864364888162713,-0.001865168185751609,-0.002839094050536284,-0.1385913008094275,-0.15829780401780225,0.023303466516625626,0.023281198079883714,0.1718251436690057,0.1815438054892362,0.1441115834879647,0.16376101610536953,-0.3536138727210125,-0.35781334387161134,-0.3418838093026544,-0.3670092926251325,0.768478689587057,0.7676092840862418,0.787161164673106,0.7418642824193866,2.007962647065022,0.07881476805427179,19.250360435939374,33.568861183492935,45.93266563930895,42.96160719663267,34.64130795632331,27.074304681009988,0.009308436894909677,0.3094581075868925,8.081616169201682,12.82802779627807,232.2270662115275,79803.19064094804
252,0.6895978673893488,0.695403812374856,0.6591328579364308,0.6621540801748438,0.06409693418396067,0.07322532738392762,-0.0008364547585851811,-0.0017780183649265258,-0.11525171796806477,-0.13179645877228263,0.015939096595482205,0.015828570792903784,0.1416041433896531,0.1499366366030861,0.11953032033570121,0.1363151622722154,-0.29662842801651923,-0.3007320274205245,-0.29071789124173986,-0.3114059611073068,0.6529924846320356,0.6518943583959147,0.660597883668959,0.6223808924485308,1.702259009416184,0.0523902373080527,18.772577747704382,33.34086218516109,45.72997692597872,43.305788159486916,35.21281745412776,27.933094091860745,0.008002997503474496,0.2546589598559681,7.937122192999262,12.607664284087265,231.4186977164177,80266.02803638089
254,0.5461896762415748,0.5507611750990051,0.5228659182481739,0.5252599320269695,0.05260576313685106,0.06009074254636004,0.00018538444502447238,-0.0007236141616793201,-0.09209306840500675,-0.10549943804794726,0.00854811152185131,0.008356450771299428,0.11157253262171984,0.11854211733208375,0.09507782371774542,0.10902852560393628,-0.24051980109681637,-0.24453509528170336,-0.24031301066492072,-0.2566302807447236,0.5388284416164677,0.5375068863317436,0.535563620449137,0.5043360108824853,1.4003332981299528,0.026392817080927,18.30063170214621,33.115633995738634,45.529047726250056,43.645103638478055,35.77671946172741,28.78084632067836,0.006693375518136702,0.2001753896875864,7.794260202054021,12.389880594443676,230.61072332612267,80727.24948303313
256,0.4021235121095792,0.40546073480812694,0.3859818895798419,0.3877456075893271,0.0410825787159006,0.04692187791500024,0.0012089971090897267,0.0003330311049092316,-0.06891872413825739,-0.07918349629527155,0.0010699044730400065,0.0008033772445381615,0.08147647962219251,0.08709452333037637,0.07054806460592866,0.08167080250583147,-0.18480044834082854,-0.18873407913403328,-0.19023186332712028,-0.20220701116634832,0.42500630811173856,0.4234646282306813,0.410982727252582,0.3867142465435002,1.0995859181519194,0.000596078172260539,17.830460568868762,32.891238595944806,45.32816722926819,43.98249092224278,36.33788323381182,29.624871481051922,0.005368818336639658,0.14554760636377218,7.6518041066134215,12.172805294573111,229.79643352184976,81186.84235007683
258,0.25867967980788364,0.26079361580637084,0.24969704170050022,0.25083298338952,0.029629256110902724,0.03383509862893885,0.0022253611290332653,0.0013825936219182267,-0.04593231414793797,-0.0530798954428362,-0.006427700778508516,-0.006762330779330306,0.051581566972229265,0.05587099687921082,0.046158142403393665,0.054483733011548185,-0.12994897842200182,-0.13380813288418736,-0.14090530069640028,-0.14860434373032927,0.3125154381756592,0.3107587834821406,0.287936037947384,0.270536184361836,0.8026239234830908,-0.024778921336797655,17.36614179571779,32.66962237000166,45.12909578354788,44.315040942053926,36.89145815953466,30.457863881453576,0.004041325841094456,0.09125837370130885,7.510992716971819,11.958323776827081,228.98313164434404,81644.80861336552
260,0.11399535135085515,0.1148809934894146,0.11224136278787533,0.11274389897992876,0.018096665078946583,0.02065996177207441,0.0032477306658286187,0.0024387526569790152,-0.022833611690328492,-0.02684771592565771,-0.014041062250822245,-0.014438041462624618,0.021498176824201742,0.02446433252154101,0.021590656988994983,0.0271132288231426,-0.07524082054010073,-0.07903158512616981,-0.09168223734566783,-0.095114738895,0.1998785827131142,0.19790922925604426,0.16480616610918208,0.15427481701691015,0.5055422910842673,-0.05006777080603575,16.901570922631002,32.44787197463169,44.92922977882826,44.6471383287964,37.4447340474459,31.29078535423146,0.0026938276069155553,0.03660066415873375,7.369977296277058,11.743618354523333,228.16030516320765,82101.12922369193
262,-0.0312867436460742,-0.03162898237990319,-0.02577457979901432,-0.02590826320623485,0.0065359079000405496,0.007454833482227419,0.004271582190365941,0.0034968325989039872,0.0002753354499063221,-0.0006028558381878657,-0.021736027566873428,-0.02218936676389638,-0.008640507957550447,-0.006986518121550933,-0.003045473037126989,-0.0003194589454666996,-0.020914981292187385,-0.0246437024282411,-0.04277788398277704,-0.04197205744497712,0.0875907220470602,0.08541186381260557,0.042133701488989095,0.03844061004548083,0.20964479651089296,-0.07516012017696339,16.43878719728487,32.226960880691216,44.72945104011224,44.97732948848022,37.995286213392106,32.119983200978304,0.0013323651383843615,-0.01818337482184118,7.229377673563773,11.529632189013245,227.33162553677198,82555.79247476548
264,-0.17585418071964298,-0.17741293820035509,-0.1631042004521568,-0.16387116504854582,-0.004949087771807359,-0.005661633295719781,0.005287738099643446,0.004547338833857162,0.02318799075069311,0.02542009365730058,-0.029441775726771313,-0.0299451394222372,-0.038564024622727455,-0.03819967085555298,-0.02752855070178928,-0.027567840662769516,0.03255364136734906,0.028880229615388053,0.0053795877877231835,0.010358436744288158,-0.023355009822643158,-0.025738392449513148,-0.07899836823453477,-0.07594369463628736,-0.08245840850623742,-0.09983714201550131,15.981874595043076,32.008838946395585,44.5315404890993,45.30271707221721,38.538271789388254,32.9381535666654,-3.054368218174952e-05,-0.07260143860567547,7.090437942016816,11.318256470115491,226.50464272236474,83008.8017602102
266,-0.3209655731829706,-0.3237402192188128,-0.3009432956141094,-0.3023461113154049,-0.0164588110267343,-0.01880425866724178,0.0063051154849856905,0.00559947982712905,0.046106019629272854,0.05145014614365073,-0.03722410637233997,-0.037771754922683254,-0.06853466000676134,-0.06944906558479902,-0.052072570511236815,-0.05487044879588332,0.08564616208744136,0.08202197731581906,0.0532228392378995,0.06234691206043541,-0.13394541422888517,-0.13653022599417697,-0.19966942238726526,-0.18989722527212927,-0.37337228596491645,-0.12432140083509652,15.526760076316979,31.79156213362908,44.33375167105194,45.62621806354396,39.07854661530046,33.752603383071765,-0.0014065489134703069,-0.12712984776766723,6.95192285905963,11.107609720707181,225.67221992788504,83460.14620006598
268,-0.4639704193436778,-0.467938321921892,-0.43677448193884416,-0.438804097227834,-0.027783767330001763,-0.03173390955764599,0.007305234949721684,0.006634129938635658,0.06861402689616947,0.07701546036158491,-0.04493898372999583,-0.045524603949985476,-0.09800759100000711,-0.10016714673091709,-0.07623046661131916,-0.08173051075489823,0.13741574857150107,0.13383405896248846,0.09989766746567219,0.1130651788236392,-0.24219120427298857,-0.24497082419235494,-0.31771176544360413,-0.3013727753257631,-0.6578740583622158,-0.14817702330241056,15.08161680512023,31.579032933370712,44.139662860403945,45.94204712488255,39.60643113909304,34.54872640688384,-0.002770201083349688,-0.18077637314284978,6.816324830310318,10.901478950646498,224.849654031458,83909.8455081289
270,-0.16260623185039336,-0.16649596149548174,-0.20854505394735767,-0.20967453159832772,-0.07703838120239703,-0.08875705854301263,-0.016088541110895305,-0.012098624162195148,0.09363444798889975,0.11120647764585545,0.1052853735119208,0.10709507199493595,-0.0943493034668137,-0.1089296987117554,-0.14800467649339488,-0.176899095045691,0.44539273623784936,0.4672391070979405,0.5390096057256388,0.5741055165298117,-0.7861542468297353,-0.7812838278875005,-0.7885855805051242,-0.7722024163716292,-1.7102243028514947,0.11524560379052101,10.50497263500657,26.42009673207343,42.53062851960284,47.09765123674884,43.98304697212861,40.45409579987152,0.0042878082712281,-0.12007741216017731,4.5893892062735375,8.544806615265742,220.2591745215323,84350.36385717196
272,0.816506660778856,0.8221757814893031,0.7392660616182809,0.7428466150473305,0.050317095139582824,0.05588141517246781,0.004412406285568438,0.0024459359831030536,-0.08151193689704606,-0.09111048805346167,0.04513684317141542,0.042227859946929236,0.10217124506250386,0.09937980477806718,0.08500309277658147,0.0890339034698,0.010032516848240025,0.014115346463179357,-0.024636741342273227,-0.027285057882285635,0.22555676802856794,0.21956765671651635,0.24337486280738718,0.23094407387866156,0.7449188130935143,0.14173338971653443,0.7356341378730988,0.08357681587761467,31.36040262636836,36.77263053850109,46.95961640735327,53.53310314966712,0.016876133836886353,0.213439535441589,0.43737006498166986,0.6018923179113762,176.0170456519094,84702.39794847579
274,0.5333596739650233,0.5370891262615451,0.4880563316864155,0.49036321177050546,0.039727637303928365,0.044357998570696555,0.005367794009324578,0.003556040021537199,-0.06030093279925364,-0.06785190180561762,0.016392189297868898,0.014228320634165792,0.07295975849586211,0.07205703651332485,0.07357734140120087,0.0787432056097992,-0.01849607965886113,-0.01833762840411035,-0.060364654080003355,-0.06384761748651124,0.13708071246588993,0.13275262212430805,0.16307507001869737,0.15557408643079473,0.5705120850296042,0.1232296399691859,0.7149910251845739,0.2138641597703015,34.51482736841436,40.82799805385148,49.82209606387679,51.133104162852575,0.010246418631417786,0.1448787456491365,0.46025694830874064,0.562677653082734,181.8678016669674,85066.13355180972
276,0.3073307648180297,0.30948358498542206,0.28726041581609074,0.2885497052678474,0.03033264271024516,0.03409132607593579,0.005528349326109128,0.003971668977885423,-0.04318189274657125,-0.049001923274686776,-0.004446004612042698,-0.005894411607825445,0.04896982878680367,0.04962426101215778,0.06062308105813763,0.06643207593381328,-0.03930718836418157,-0.04214522295653511,-0.08262056286773678,-0.08660142004906701,0.07969766501239994,0.07679329032029103,0.10183479319708821,0.09841072051907507,0.3984195232327481,0.09199773027187946,0.631794812538331,0.2772552171043583,36.34735974596377,43.30617291090727,51.522599668309375,49.697892066837596,0.004908420285904658,0.0897213965725494,0.45214305351391504,0.49306650165920196,184.80906659453555,85435.75168499879
278,0.19988246127912035,0.20119816070595675,0.18942952849277006,0.19022343874423697,0.022770400317939088,0.025693639425690917,0.004480191124642319,0.0032772758395708257,-0.031088477249843205,-0.03541347410048035,-0.007762909368610682,-0.008722264390651713,0.03516683407032639,0.036112687155919865,0.04513199381855104,0.04996569090686043,-0.04056706574810587,-0.04332131619693813,-0.07582544748392794,-0.07966079648734259,0.06897414939340152,0.0666003155145043,0.08726746083267933,0.08433210727851748,0.3331628207149526,0.07137571140152821,0.5160326420094492,0.22100315414893767,34.96910087105179,41.782575425144124,50.577121122870736,50.997573663863086,0.003115442494333265,0.061484312346982595,0.3894877690344698,0.41219204746937166,181.32236956642456,85798.39642413164
280,0.03968681165678589,0.03983892922292398,0.04504638042368825,0.04510825605624369,0.01424836938891949,0.016295268620963088,0.0042712809420423214,0.003306672215430906,-0.015340437075689994,-0.01789353372078195,-0.018840284975364163,-0.019302619066627225,0.016659407273886817,0.018184130779455465,0.03183082886947908,0.036189828335142504,-0.049500428248501205,-0.05303739341108615,-0.08289171798053485,-0.08694556639389628,0.026264807748220154,0.024619622852191103,0.05454199991868214,0.05278823486378692,0.28021131440916225,0.06939028046038215,0.476372788547188,0.23292177711151085,34.94817873380103,41.85965774665048,50.831056603834654,51.31224406855216,0.00010294012028244648,0.020906777924703857,0.36212682320817935,0.37073357212213276,180.8890322750372,86160.17448868172
282,-0.09250741111613436,-0.09333463452697544,-0.07534377324905961,-0.07589275445084809,0.006360788875921397,0.007564229361241681,0.0041152630857858585,0.003335289539965841,-7.628394700764929e-05,-0.0008496907978177148,-0.026377390956519697,-0.02648125971845472,0.0006727487788258379,0.0023154765398021304,0.019636973907924293,0.02309907565647018,-0.05385521738967647,-0.05721630059006122,-0.08546033937923059,-0.08967260068532568,-0.015456552684690816,-0.01671656073238914,0.03334446308463612,0.031387659444958804,0.2963512360486942,0.08818767938380051,0.48276496154292214,0.23581714589938407,34.334680114782486,41.11974585252559,50.6512939012744,52.256626599857654,-0.0018671302432770043,-0.01336988628030955,0.3360673666615219,0.35733433627031674,179.5662233757745,86519.30693543327
284,-0.16059873478629427,-0.16197443770469278,-0.13730857078017422,-0.13816960419022095,0.0007806580598364032,0.0013534842983746742,0.002779897358342054,0.0023747276638977355,0.0070964304634149045,0.007275500492105236,-0.02658965424213955,-0.026223230045976376,-0.008718843458104253,-0.006691350529579587,0.005483318589318387,0.008196026747350427,-0.05344184104252969,-0.05689899547210597,-0.07486432270398691,-0.07879333669385757,-0.0031148240197040877,-0.003850369233912909,0.025892016981847732,0.024863623089201314,0.18956905493909804,0.04573419281579477,0.31241506170280164,0.1548512386465597,32.86390144106051,39.54901713834554,49.49286923450193,53.39875471087955,-0.003176712908809165,-0.031571520231239436,0.26556996838634683,0.2508288835827326,175.63762026056125,86870.58217595439
286,-0.18871786927616085,-0.1903776385935103,-0.16384636952665588,-0.16483937987430863,-0.0036256006965212917,-0.003592790489787001,0.0010703951337991402,0.0010711926864821197,0.011248267299298398,0.012110107184791108,-0.021958169076340184,-0.02117384756797014,-0.014236683211992673,-0.012040632181980815,-0.008644392718971439,-0.006916765198465402,-0.04834694225580938,-0.05135154378994189,-0.05675819051169606,-0.0602119007409494,0.0281054779503771,0.02771634259822031,0.03067648311249882,0.030037419179956282,0.08739218980056118,-0.0034899467603419776,0.11256582134271564,0.03898900636653435,30.70033567023237,37.14369267975026,47.709983534908936,55.035198162228916,-0.0035783483619661327,-0.040220991100059056,0.18067421143747975,0.13131021863152537,170.21824917791128,87211.01867431021
288,-0.20847372044085688,-0.21035600110901953,-0.18290008940338787,-0.18398710738500412,-0.007601902560125273,-0.008065582203446886,-0.0006126660201000722,-0.00022197104470911277,0.014660483383606593,0.01612337150612464,-0.016735757568438148,-0.015563629623308595,-0.018808957571233353,-0.016489133163527292,-0.02205902355665934,-0.02130614726748803,-0.042729551504662844,-0.04521145504109736,-0.03830502888122744,-0.041276632576704,0.061035777341775566,0.060944844685275834,0.03735952731734049,0.03699361150548408,-0.0082358114584411,-0.05114887586409428,-0.08192503670311169,-0.07721195779264223,28.529858928873914,34.719429365738165,45.913169409766056,56.67142622073543,-0.0037999603847144736,-0.046781139208581735,0.09780593787339109,0.015930360053454162,164.82493070044742,87540.6685357111
290,-0.22067206552237195,-0.2227214049505406,-0.19518852136422105,-0.19633524249848477,-0.011189422995373621,-0.012110226080458641,-0.0022723846877227283,-0.0015062126587332414,0.017403774542910755,0.019393762064050524,-0.010978270801761614,-0.009445577555956763,-0.02252441850594078,-0.020121436917325486,-0.034824894189107614,-0.035037375377290125,-0.03663816111955054,-0.03853376429997857,-0.019538230439922755,-0.022021410631348104,0.09549212070172652,0.09565602291256003,0.04574866407098699,0.04555045972226224,-0.09783906941966802,-0.09734362826446868,-0.27150025941488476,-0.19373499889534607,26.353230220262855,32.278073423432566,44.10412748872188,58.307602360827886,-0.003859481185806757,-0.05145076644809743,0.016793808451305736,-0.09565598799702624,159.45602889348964,87859.58059349807
292,0.1965501082127652,0.19727078360748962,0.18068486206694523,0.18108263760228027,0.01470241850551457,0.016112121655523004,0.005808913229651658,0.004452921572402818,-0.03898676149856373,-0.044532170089120804,-0.019275825021771498,-0.02063009401074667,0.04766326266109555,0.044721948185238336,0.20563273921272662,0.21378877156556442,0.06615915293766861,0.059005219750215776,0.013538021803819467,0.032179801219303306,-1.2770905314166066,-1.2584671707221162,-1.0037623665343332,-0.9607955564182724,-1.4609506902740954,-0.16140949295138202,-0.5127516416982631,0.9075144584310242,17.653142831098357,23.591614259656012,38.82972017005799,52.06529640660269,-0.012428032676246925,0.09285666961947703,-0.5050083773338456,-0.8607038231246453,126.48270594548376,88112.54600538904
294,0.4496872373381571,0.45247764144704306,0.40385119965862515,0.4057045058931035,0.02571461920958562,0.028565813950575225,0.002884362729971668,0.0017296666069546718,-0.03822373031075066,-0.04291011069740769,0.029773482264234596,0.028210142878172695,0.05403096017252196,0.051994866187345945,0.05014786119226233,0.05154195231059733,0.030236854583530093,0.03295904703204622,0.015941775585592177,0.01753986204482083,0.020695782803309193,0.01971420722480155,0.04037556654923957,0.036669117980802746,0.37892876749264426,0.11038266185822465,0.17509909147076108,-0.13543196562845772,-0.011617883323527423,-0.30632220168092505,18.803450815312246,21.39062569242516,0.010505629044033293,0.11824663678948388,0.12078970508368014,0.21100214364558934,43.03497177712405,88198.61594894329
296,0.37631035875584473,0.3785654186563754,0.3378023801857939,0.33932475661613637,0.021641883776520543,0.0240613342836975,0.0025732997149686687,0.0015734881944599044,-0.03134853806194515,-0.035211295065426196,0.024935249729637787,0.023639003419002602,0.04525183016575163,0.04352231353543168,0.04178291065284556,0.042901398578858,0.024944880634329092,0.027347529534491155,0.012439222630142632,0.013678949789175388,0.018820061676992017,0.017913437930071385,0.03822951305766842,0.03469645221842477,0.3484700746317315,0.10173731157312133,0.1491704594962986,-0.1351649583514245,-0.0354068406923691,-0.293519335962813,18.777935605748148,21.38893658313456,0.00907589114120494,0.0990105141026012,0.10862108529347925,0.19046291665634918,42.534725147380136,88283.68539923805
298,0.31264710789372074,0.31443811488441753,0.2804914350092105,0.2817266864986401,0.018107208613518,0.020151882125530096,0.0023045921462481744,0.0014389497756840952,-0.025383894925934625,-0.028531812961605896,0.02073395370740183,0.01966957206881248,0.03763069543413966,0.036167187830414615,0.03452153509739597,0.035400777514657644,0.02034783180434463,0.022473166816528778,0.009395710313229388,0.010324151546422522,0.01718070851512321,0.01633921989665743,0.03636265354080703,0.0329797082883142,0.32208480374667126,0.09426070470639797,0.12669371821253694,-0.13494778769181792,-0.05608761522270456,-0.2824812207871945,18.7558119235105,21.387466650868724,0.00783585706625628,0.08231634693322398,0.0980635233335505,0.1726555573642674,42.10058960347409,88367.886578445
300,0.26504542218129146,0.26648970696736285,0.23763601494220055,0.23865657789912298,0.01546363758399294,0.017227973446178657,0.0021043872423933685,0.0013389366659281032,-0.020924316634282514,-0.023537593003550628,0.017590457832428186,0.016699521965694686,0.03192976537298575,0.030665165412671058,0.029089847571911687,0.029790127124662114,0.016907172967791873,0.018825114285843103,0.007117250296829081,0.007812718648533945,0.015947738012321855,0.015155015264205485,0.03496382423806499,0.03169292934794299,0.30238119395510177,0.08868502133229189,0.10989937002495864,-0.13479415546780693,-0.07157560196259816,-0.2742701127399467,18.7392781594162,21.38636489402741,0.006908933229311687,0.06983121176378004,0.0901696292161085,0.15934858646394678,41.77591452489128,88451.43840749479
